Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Instrumentos de Dívida Elegíveis a Capital (h);Passivo Exigível (i) = (e) + (f) + (g) + (h);Patrimônio Líquido (j);Passivo Total (k) = (i) + (j);
;;;;;;;;;Depósitos;;;;;;;Obrigações por Operações Compromissadas (b);Outros Instrumentos de Dívida;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósitos (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Demais instrumentos de dívida (c5);Outros Instrumentos de Dívida (c);;;;;;;;;
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S2;C;2;PORTO ALEGRE;RS;06/2025;131.256;33.295.292;19.914.588;8.137.063;0;409;61.478.608;21.236.861;0;48.592.482;7.301.543;0;-77.160;55.816.865;44.237.439;182.769.773;443.568;19.127.660;3.985.262;206.326.262;5.462.106;211.788.369
BANCO SICOOB - PRUDENCIAL;1000080879;b1;S2;C;2;BRASILIA;DF;06/2025;299.442;15.650.635;103.567.772;5.256.536;110.302;0;124.884.687;11.157.816;84.730;8.171.585;0;0;0;8.256.315;13.703.046;158.001.863;2.622;24.590.394;607.170;183.202.050;5.509.815;188.711.865
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2025;7.095.954;0;362.839;76.417.999;0;211.608;84.088.400;4.481.982;0;0;5.842.644;0;187.064;6.029.708;43.997.696;138.597.787;16.077.974;20.498.988;0;175.174.750;13.476.068;188.650.817
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;06/2025;2.812.117;11.201.622;2.062.485;76.428.679;226.772;75.545;92.807.220;23.698.953;3.021.067;3.607.144;2.991.253;0;-14.708;9.604.755;6.295.378;132.406.306;1.180;11.088.910;2.134.371;145.630.767;10.648.864;156.279.631
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2025;727.787;0;156.726;20.951.533;392.100;0;22.228.146;32.349.962;6.902;4.114.657;40.839.864;7.171.455;-71.835;52.061.042;5.395.454;112.034.604;5.584.797;13.434.651;3.502.971;134.557.022;13.397.130;147.954.152
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;C;2;SAO PAULO;SP;06/2025;2.556.554;0;518.747;62.376.015;7.885.121;0;73.336.437;4.850.048;919.130;884.842;2.390.027;0;-91.640;4.102.359;7.397.681;89.686.525;195.358;29.222.781;2.628.548;121.733.212;4.987.914;126.721.126
CIELO IP - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;06/2025;0;0;0;0;129.254;0;129.254;0;0;0;0;0;0;0;10.659.405;10.788.660;0;85.673.657;0;96.462.316;13.345.200;109.807.516
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;06/2025;1.612.597;0;316.390;20.356.139;0;16.778;22.301.904;8.459.846;719.469;4.447.943;23.699.207;1.919.471;0;30.786.090;8.681.987;70.229.827;2.188.981;4.689.201;1.355.890;78.463.899;7.666.905;86.130.804
MERCADO PAGO IP - PRUDENCIAL;1000084820;n1;S4;C;3;OSASCO;SP;06/2025;0;0;1.597.247;6.141.395;32.016.868;0;39.755.509;0;0;0;2.878.852;0;0;2.878.852;2.808.204;45.442.565;227.209;34.357.287;273.385;80.300.446;4.579.392;84.879.838
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;06/2025;1.711.483;0;142.835;17.984.406;0;2.391.270;22.229.995;11.253.234;0;0;0;0;13.185;13.185;23.231.399;56.727.814;8.131.737;6.077.594;0;70.937.145;12.584.812;83.521.957
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;06/2025;1.264.470;1.705.232;535.351;44.079.457;0;0;47.584.509;3.089.260;9.849.025;215.244;255.966;0;545.371;10.865.606;240.025;61.779.400;35.734;13.124.545;512.654;75.452.333;7.312.936;82.765.269
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;06/2025;1.587.780;2.824.368;1.194.649;42.192.880;194.741;7.984;48.002.401;2.961.808;10.902.221;1.033.604;159.716;0;0;12.095.542;399.451;63.459.202;0;5.073.096;3.405.149;71.937.447;4.209.048;76.146.494
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;C;1;FORTALEZA;CE;06/2025;3.807.367;1.245.720;1.434.761;7.614.936;0;1.784.778;15.887.561;4.481.203;0;289.774;16.083;0;0;305.857;2.201.561;22.876.182;7.342;32.046.435;4.599.740;59.529.699;14.933.620;74.463.320
PAGSEGURO - PRUDENCIAL;1000084813;b1;S4;C;2;SAO PAULO;SP;06/2025;0;0;2.858.908;30.901.485;934.407;0;34.694.801;29.111;0;0;6.568.874;0;0;6.568.874;3.537.057;44.829.843;61.274;15.578.611;0;60.469.728;11.469.078;71.938.806
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;06/2025;563.212;0;127.694;8.078.114;0;0;8.769.020;1.665.679;1.603.546;6.020.810;16.682.268;0;0;24.306.624;12.674.688;47.416.011;4.131.268;2.980.280;3.306.658;57.834.216;6.604.060;64.438.276
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;06/2025;2.413.735;778.855;472.298;3.227.657;0;6.587.950;13.480.494;0;0;1.081.208;0;0;0;1.081.208;655.926;15.217.629;11.120;36.855.216;0;52.083.964;7.028.043;59.112.008
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;06/2025;0;0;9.543.592;18.811.810;0;0;28.355.402;0;0;0;14.926.804;0;56.223;14.983.027;3.050.740;46.389.168;211.311;2.986.760;1.908.281;51.495.520;5.155.833;56.651.353
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;06/2025;23.667;0;102.172;1.601.988;0;0;1.727.828;2.018.211;1.044.990;3.795.986;2.521.043;0;-62.477;7.299.542;32.193.865;43.239.445;1.621.797;1.075.627;1.946.512;47.883.381;5.777.079;53.660.460
STONE IP - PRUDENCIAL;1000084686;n1;S4;C;3;SAO PAULO;SP;06/2025;0;0;50.170;10.763.429;796.390;0;11.609.989;0;0;0;3.782.162;1.122.999;1.030.843;5.936.004;236.675;17.782.668;159.922;19.439.732;492.096;37.874.417;11.104.451;48.978.868
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;06/2025;324.476;0;337.791;25.230.394;0;0;25.892.662;3.719.042;0;166;2.592.844;0;5.241.004;7.834.014;2.150.237;39.595.954;154.478;2.998.224;1.140.805;43.889.462;3.731.213;47.620.675
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;06/2025;980.879;0;514.577;6.159.494;0;200.870;7.855.821;4.467.075;0;0;88.576;0;856.520;945.096;13.658.406;26.926.398;9.218.368;2.524.197;2.322.081;40.991.044;3.956.825;44.947.869
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;06/2025;2.303.055;0;485.194;18.465.734;0;0;21.253.983;2.479.730;0;0;0;0;0;0;604.962;24.338.676;6.817.882;4.893.972;0;36.050.530;6.654.127;42.704.657
AGIBANK - PRUDENCIAL;1000083694;b1;S3;C;2;CAMPINAS;SP;06/2025;365.739;0;649.140;20.738.787;0;0;21.753.666;8.276;0;0;5.512.318;0;0;5.512.318;649.747;27.924.007;38.695;8.013.958;496.508;36.473.169;2.897.120;39.370.288
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;06/2025;1.043.606;4.753.722;136.895;17.973.023;0;11.737;23.918.983;9.511.535;616.971;878.794;0;0;0;1.495.766;239.027;35.165.311;0;1.468.373;0;36.633.683;2.352.609;38.986.292
PICPAY - PRUDENCIAL;1000088022;b1;S3;C;2;SAO PAULO;SP;06/2025;114.513;0;30.838;23.065.592;653.929;39.036;23.903.908;499.995;0;0;0;0;0;0;0;24.403.903;15.393;6.461.405;0;30.880.702;3.129.014;34.009.716
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;06/2025;84.449;0;612.843;19.057.535;0;0;19.754.827;500.000;805.939;7.266.753;233.258;0;-219.091;8.086.858;24.523;28.366.208;207.604;372.777;1.523.977;30.470.567;1.355.167;31.825.734
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;06/2025;0;0;164.696;5.967.165;0;0;6.131.861;852.730;0;0;0;0;109.975;109.975;4.326.743;11.421.310;12.100.815;2.973.514;0;26.495.638;4.703.547;31.199.185
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;06/2025;377.229;112.518;503.534;19.862.510;0;4.933;20.860.726;0;0;0;3.740.287;0;1.002.507;4.742.794;106.988;25.710.507;0;1.893.746;856.930;28.461.184;2.106.362;30.567.546
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;06/2025;359.744;0;35.460;1.620.290;0;0;2.015.494;3.119.850;64.589;9.046.906;1.945.986;0;-48.362;11.009.119;7.007.103;23.151.565;2.996.554;789.596;935.974;27.873.688;1.495.676;29.369.364
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S3;I;2;BELO HORIZONTE;MG;06/2025;0;0;0;30.234;0;0;30.234;0;0;0;0;0;0;0;577.519;607.752;0;26.923.850;0;27.531.602;1.535.096;29.066.698
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;06/2025;262;0;0;0;0;0;262;0;0;0;0;0;0;0;0;262;0;10.693.293;0;10.693.555;18.074.435;28.767.989
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;06/2025;0;0;0;121.882;0;0;121.882;0;0;399.545;43.801;0;581.883;1.025.229;20.006.147;21.153.258;18.267;1.296.635;0;22.468.160;5.249.105;27.717.266
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;06/2025;0;0;3.417.676;2.202.305;0;0;5.619.981;0;0;4.542.373;4.372.588;0;0;8.914.961;7.088.125;21.623.067;30.450;1.186.197;859.724;23.699.439;2.938.149;26.637.588
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;06/2025;0;0;47.110;2.294.717;0;0;2.341.827;0;0;0;1.002.628;0;1.158.798;2.161.426;1.638.223;6.141.475;8.522.398;4.982.238;0;19.646.111;6.351.455;25.997.566
TERRA INVESTIMENTOS DTVM - PRUDENCIAL;1000084514;n2;S4;C;2;SAO PAULO;SP;06/2025;0;0;0;0;0;101.711;101.711;844.266;0;0;0;0;0;0;0;945.977;24.564.851;42.397;0;25.553.225;82.526;25.635.751
BANK OF CHINA (BRASIL) - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;06/2025;595.002;2.189;1.179.326;5.669.259;0;69;7.445.846;4.521.950;0;690.711;48.407;0;0;739.117;5.879.051;18.585.964;23.125;1.149.701;927.707;20.686.497;2.053.957;22.740.454
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;C;2;SAO PAULO;SP;06/2025;0;0;330.185;635.315;0;17;965.516;0;0;0;3.117.557;0;0;3.117.557;193.855;4.276.929;388;15.580.013;1.202.458;21.059.788;1.554.000;22.613.788
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;06/2025;218.674;0;49.425;12.593.332;0;0;12.861.431;6.110.264;1.097;232.091;78.663;0;-42;311.809;264.610;19.548.113;179.053;886.775;279.413;20.893.354;1.187.699;22.081.053
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;2;SAO PAULO;SP;06/2025;19.927;0;410.105;1.449.706;0;0;1.879.738;461.237;0;0;1.477.697;0;0;1.477.697;2.631;3.821.302;0;14.941.785;0;18.763.087;2.947.105;21.710.191
STELLANTIS - PRUDENCIAL;1000087298;b2;S4;C;3;SAO PAULO;SP;06/2025;36;0;1.264.855;8.477.728;0;0;9.742.620;0;46.216;0;5.357.746;0;0;5.403.962;7.110;15.153.692;42.473;1.186.006;0;16.382.171;5.033.289;21.415.460
UBS (BRASIL) - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;06/2025;969;0;0;1.049.127;0;58.486;1.108.582;1.392.715;0;0;0;0;1.167.744;1.167.744;79.859;3.748.900;1.177.105;9.653.979;0;14.579.985;6.730.271;21.310.255
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;06/2025;14.744;0;0;612.226;0;0;626.970;0;0;0;0;0;0;0;1.149;628.119;0;19.057.176;0;19.685.295;1.388.277;21.073.572
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S3;I;2;BELO HORIZONTE;MG;06/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.951.343;0;19.951.343;880.601;20.831.944
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;06/2025;1.673;0;228.438;1.133.057;0;0;1.363.168;550.249;0;0;159.664;0;0;159.664;13.060.754;15.133.836;1.983.780;669.614;0;17.787.229;2.819.934;20.607.163
CLOUDWALK IP - PRUDENCIAL;1000086581;n1;S5;C;2;SAO PAULO;SP;06/2025;0;0;0;31.352;1.303.865;0;1.335.217;0;0;0;0;0;0;0;6.185;1.341.402;0;8.067.713;0;9.409.115;10.643.601;20.052.716
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;06/2025;1.083.409;1.994.573;419.991;10.346.091;0;0;13.844.064;732.358;527.875;0;1.154.605;0;0;1.682.480;314.510;16.573.412;3;705.444;0;17.278.860;2.235.675;19.514.535
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;06/2025;0;0;1.445.994;2.050.788;0;0;3.496.782;0;0;0;5.423.511;0;0;5.423.511;7.034.363;15.954.656;5.887;851.279;0;16.811.822;2.661.602;19.473.424
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;C;3;SAO PAULO;SP;06/2025;70;0;0;518.128;0;0;518.198;946.719;0;0;0;0;0;0;11.645.505;13.110.421;1.209.734;865.562;0;15.185.717;3.238.138;18.423.855
VOLVO - PRUDENCIAL;1000080769;b2;S3;C;3;CURITIBA;PR;06/2025;0;0;1.982.628;54.755;0;0;2.037.382;0;0;0;214.473;0;0;214.473;10.834.617;13.086.472;0;371.529;0;13.458.002;3.800.066;17.258.068
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;I;2;BEBEDOURO;SP;06/2025;1.647.598;0;0;5.813.197;0;1.973;7.462.769;0;0;4.109.229;0;0;0;4.109.229;8.912;11.580.909;0;1.619.725;0;13.200.634;3.332.470;16.533.104
SCANIA - PRUDENCIAL;1000080776;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;06/2025;0;0;0;8.000.330;0;0;8.000.330;0;0;0;3.355.646;0;0;3.355.646;3.066.981;14.422.958;0;331.272;0;14.754.229;1.724.352;16.478.581
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;06/2025;0;0;492.053;262.065;0;0;754.118;0;0;0;2.454.726;0;0;2.454.726;4.735.894;7.944.738;157.858;2.007.243;0;10.109.838;6.323.276;16.433.114
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S3;I;2;RIBEIRAO PRETO;SP;06/2025;0;0;0;692.649;0;0;692.649;0;0;0;0;0;0;0;9.481;702.130;0;14.241.797;0;14.943.928;746.485;15.690.413
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;06/2025;1.667.272;731.134;16.417;7.945.645;0;16.624;10.377.091;0;494.029;0;11.088;0;0;505.118;1.030;10.883.239;0;1.240.703;0;12.123.942;3.251.503;15.375.445
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;06/2025;0;0;1.529.607;2.464.445;0;0;3.994.052;0;0;0;6.429.958;0;0;6.429.958;53.103;10.477.113;0;1.714.376;0;12.191.490;3.085.448;15.276.938
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;06/2025;0;0;363.755;1.930.958;0;0;2.294.713;8.635.213;56.889;24;1.777.376;0;0;1.834.290;0;12.764.215;416.400;141.096;624.695;13.946.407;693.685;14.640.092
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;I;3;SAO PAULO;SP;06/2025;518.582;0;273.043;2.424.338;0;0;3.215.963;16.999;0;0;222.490;0;0;222.490;5.033.598;8.489.050;1.879.862;1.369.125;0;11.738.036;2.885.137;14.623.173
MIZUHO - PRUDENCIAL;1000080697;b1;S4;I;3;SAO PAULO;SP;06/2025;42.704;0;53.194;2.843.477;0;0;2.939.375;2.609.345;0;0;0;0;0;0;6.780.558;12.329.279;278.782;657.895;0;13.265.955;1.273.206;14.539.162
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;06/2025;1.494.247;2.402.966;241.538;7.624.521;19.329;244;11.782.845;4.045;0;0;17.021;0;0;17.021;306.685;12.110.596;0;1.087.827;179.579;13.378.002;863.283;14.241.285
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;I;3;PORTO ALEGRE;RS;06/2025;0;0;2.123.554;62.987;0;0;2.186.541;0;0;420.144;2.075.556;0;0;2.495.701;6.991.646;11.673.888;82.350;691.022;445.897;12.893.158;1.263.607;14.156.765
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;b3C;S4;I;2;SAO PAULO;SP;06/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.462.188;0;13.462.188;613.420;14.075.609
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;06/2025;0;0;393.879;0;0;0;393.879;0;0;0;0;0;0;0;7.588.110;7.981.988;57.236;5.302.237;0;13.341.461;651.416;13.992.877
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;I;3;SAO PAULO;SP;06/2025;672.917;0;0;3.407.248;0;0;4.080.165;730.282;0;0;2.286.303;0;0;2.286.303;2.760.110;9.856.859;1.265.140;355.841;603.235;12.081.075;1.430.276;13.511.352
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;06/2025;0;0;33.878;630.353;0;1.779.623;2.443.854;0;0;1.383.599;388.240;0;292.423;2.064.262;5.373.070;9.881.185;120.514;1.201.748;0;11.203.447;2.287.729;13.491.176
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;I;2;SERTAOZINHO;SP;06/2025;911.446;0;0;5.756.397;0;0;6.667.843;0;0;3.848.133;0;0;0;3.848.133;418;10.516.394;0;1.018.011;0;11.534.405;1.770.465;13.304.870
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S3;I;2;MARINGA;PR;06/2025;1.356.633;0;31.259;5.394.223;0;3.176;6.785.290;0;28.916;65.667;0;0;0;94.582;4.580;6.884.453;0;4.801.757;101.862;11.788.071;1.236.944;13.025.015
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;06/2025;0;0;0;11.656;0;0;11.656;0;0;0;0;0;0;0;390.047;401.703;0;11.895.503;0;12.297.207;673.431;12.970.638
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;06/2025;183.234;0;0;2.971.879;0;0;3.155.113;487.701;0;0;0;0;0;0;6.357.065;9.999.879;756.124;550.080;0;11.306.083;1.589.535;12.895.619
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S3;I;2;BLUMENAU;SC;06/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.426.304;2.426.304;0;9.063.639;0;11.489.943;943.774;12.433.717
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;I;2;LINHARES;ES;06/2025;1.903.929;2.065;0;5.178.561;0;3.267;7.087.821;0;0;1.119.229;12.443;0;0;1.131.673;45.300;8.264.794;0;1.821.182;0;10.085.976;2.171.684;12.257.660
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;C;3;SAO PAULO;SP;06/2025;0;0;2.225.398;796.100;0;0;3.021.498;0;0;0;5.438.752;0;0;5.438.752;1.856.397;10.316.647;170.154;390.989;0;10.877.790;1.336.607;12.214.397
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;06/2025;5.184;0;165.077;4.148.157;0;0;4.318.417;154.830;0;0;5.885.607;0;0;5.885.607;0;10.358.855;0;190.408;94.395;10.643.658;1.316.627;11.960.285
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;06/2025;909.662;0;746.868;5.164.435;0;797;6.821.762;0;25.282;30.778;0;0;0;56.061;9.547;6.887.369;0;3.788.538;146.958;10.822.866;1.070.498;11.893.363
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;06/2025;1.196.643;21.177;15.785;3.634.073;0;471;4.868.148;0;8.605;50.628;0;0;0;59.233;6.489;4.933.870;3.764;4.704.377;31.740;9.673.750;1.805.520;11.479.270
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;I;3;SAO PAULO;SP;06/2025;29.020;0;0;9.816.933;0;0;9.845.953;14.116;0;0;0;0;0;0;0;9.860.069;0;96.222;0;9.956.290;1.344.994;11.301.285
