Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Instrumentos de Dívida Elegíveis a Capital (h);Passivo Exigível (i) = (e) + (f) + (g) + (h);Patrimônio Líquido (j);Passivo Total (k) = (i) + (j);
;;;;;;;;;Depósitos;;;;;;;Obrigações por Operações Compromissadas (b);Outros Instrumentos de Dívida;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósitos (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Demais instrumentos de dívida (c5);Outros Instrumentos de Dívida (c);;;;;;;;;
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S2;C;2;PORTO ALEGRE;RS;09/2025;137.612;33.673.111;23.379.864;9.236.239;0;472;66.427.298;27.002.457;0;43.624.184;6.803.627;0;-74.771;50.353.041;44.689.780;188.472.575;413.254;20.444.503;4.401.047;213.731.378;5.478.791;219.210.169
BANCO SICOOB - PRUDENCIAL;1000080879;b1;S2;C;2;BRASILIA;DF;09/2025;315.557;15.953.561;114.473.725;4.387.733;148.949;0;135.279.525;12.515.147;125.507;8.923.477;0;0;0;9.048.984;14.777.014;171.620.670;1.191;23.961.543;634.260;196.217.664;5.640.367;201.858.031
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2025;6.755.203;0;495.614;79.301.344;0;3.308.174;89.860.335;11.214.674;0;0;6.143.737;0;172.548;6.316.285;41.317.060;148.708.353;17.196.060;15.190.154;0;181.094.567;14.476.163;195.570.730
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2025;2.756.162;10.987.659;2.471.038;79.150.337;238.170;10.339;95.613.704;23.055.660;3.112.013;2.217.545;3.521.793;0;-778;8.850.573;6.154.131;133.674.068;445;11.048.756;3.105.252;147.828.521;10.877.610;158.706.131
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2025;881.014;0;204.304;22.838.801;383.336;0;24.307.454;30.802.919;6.808;4.300.086;41.885.303;3.615.524;-76.926;49.730.795;5.550.479;110.391.648;7.116.492;15.522.853;4.074.846;137.105.838;13.570.414;150.676.252
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;C;2;SAO PAULO;SP;09/2025;2.701.116;0;133.561;63.795.553;8.277.311;0;74.907.541;4.613.666;1.070.110;1.510.953;3.809.412;0;-132.585;6.257.889;7.365.311;93.144.406;168.036;32.365.698;2.763.762;128.441.903;5.627.883;134.069.786
CIELO IP - PRUDENCIAL;1000084710;n4;NA;C;2;BARUERI;SP;09/2025;0;0;0;0;139.236;0;139.236;0;0;0;0;0;0;0;10.544.271;10.683.507;0;86.394.083;0;97.077.590;13.074.064;110.151.654
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2025;1.307.433;0;148.011;20.788.987;0;2.649.290;24.893.721;11.118.916;0;0;0;0;13.495;13.495;40.061.447;76.087.580;7.913.606;7.080.288;0;91.081.475;13.118.373;104.199.848
MERCADO PAGO IP - PRUDENCIAL;1000084820;n1;S3;C;3;OSASCO;SP;09/2025;0;0;604.569;7.617.636;38.559.532;0;46.781.737;0;0;0;3.127.078;0;0;3.127.078;2.384.234;52.293.050;350.587;38.884.658;366.472;91.894.767;4.887.666;96.782.433
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2025;1.532.695;0;677.729;21.972.117;0;23.738;24.206.279;6.146.583;718.367;4.515.004;26.242.101;2.274.653;0;33.750.125;9.516.594;73.619.581;2.766.283;4.998.828;1.427.053;82.811.745;7.980.420;90.792.165
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;09/2025;1.787.651;1.618.140;53.641;48.759.181;0;0;52.218.613;3.491.701;10.507.972;292.974;230.217;0;677.342;11.708.504;327.258;67.746.076;37.291;14.073.948;533.862;82.391.177;7.372.612;89.763.789
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;09/2025;1.548.446;2.844.889;1.683.968;46.669.453;249.308;7.859;53.003.922;2.358.591;11.653.033;972.277;216.260;0;0;12.841.570;412.552;68.616.636;75.168;6.368.231;3.553.224;78.613.259;4.892.947;83.506.206
PAGSEGURO - PRUDENCIAL;1000084813;b1;S3;C;2;SAO PAULO;SP;09/2025;0;0;3.982.653;31.520.531;865.185;0;36.368.369;21.650;0;0;7.262.811;0;0;7.262.811;2.481.388;46.134.218;151.016;15.241.120;0;61.526.354;11.522.806;73.049.160
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;C;1;FORTALEZA;CE;09/2025;3.034.205;1.262.253;1.608.978;6.889.149;0;1.870.028;14.664.612;4.562.112;0;369.210;51.150;0;0;420.360;2.173.022;21.820.106;21.499;29.147.281;4.673.796;55.662.682;15.625.259;71.287.940
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2025;457.223;0;236.540;7.483.360;0;0;8.177.124;1.758.271;1.467.401;6.470.017;16.321.108;0;0;24.258.526;12.184.736;46.378.657;4.497.542;2.767.007;2.872.496;56.515.702;6.723.042;63.238.744
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;09/2025;2.187.914;780.896;81.899;3.069.199;0;6.843.895;12.963.805;0;0;937.576;0;0;0;937.576;838.885;14.740.265;19.344;38.355.571;0;53.115.179;7.283.049;60.398.229
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;09/2025;0;0;7.544.665;19.775.442;0;0;27.320.106;0;0;0;15.087.870;0;49.816;15.137.686;2.801.027;45.258.820;271.751;2.977.343;1.881.024;50.388.938;6.629.696;57.018.635
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2025;10.609;0;144.972;1.019.933;0;0;1.175.514;2.547.275;1.045.439;4.757.167;2.472.735;0;-51.651;8.223.690;30.527.512;42.473.991;1.804.281;1.207.144;1.951.268;47.436.684;5.806.445;53.243.129
STONE IP - PRUDENCIAL;1000084686;n1;S3;C;3;SAO PAULO;SP;09/2025;0;0;104.418;11.450.190;754.867;0;12.309.475;0;0;0;5.280.074;1.107.192;409.723;6.796.989;299.020;19.405.484;216.473;19.974.133;516.695;40.112.786;11.733.711;51.846.497
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;09/2025;348.556;0;97.278;23.228.245;0;0;23.674.079;5.189.996;0;5.680;3.063.221;0;5.067.516;8.136.417;2.222.161;39.222.653;129.698;3.267.625;1.148.603;43.768.579;3.846.197;47.614.775
AGIBANK - PRUDENCIAL;1000083694;b1;S3;C;2;CAMPINAS;SP;09/2025;362.177;0;634.438;19.728.835;0;0;20.725.450;3.146.490;0;0;5.758.644;0;0;5.758.644;668.906;30.299.489;96.267;9.703.126;509.061;40.607.943;5.071.892;45.679.835
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2025;1.287.548;0;1.354.973;7.342.411;0;200.996;10.185.928;4.211.408;0;0;254.582;0;915.079;1.169.661;13.948.894;29.515.891;5.788.651;2.423.809;2.306.778;40.035.129;4.730.524;44.765.653
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2025;2.121.570;0;635.323;17.562.985;0;0;20.319.878;2.425.437;0;0;0;0;0;0;53.472;22.798.787;6.239.303;3.539.350;0;32.577.440;6.899.720;39.477.159
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;09/2025;1.024.492;4.739.608;134.061;17.851.178;0;12.661;23.762.000;9.990.909;187.947;934.188;0;0;0;1.122.136;418.572;35.293.616;0;1.488.952;0;36.782.568;2.442.351;39.224.919
PICPAY - PRUDENCIAL;1000088022;b1;S3;C;2;SAO PAULO;SP;09/2025;50.006;0;28.903;26.057.778;673.457;41.133;26.851.277;499.996;0;0;215.195;0;0;215.195;0;27.566.469;15.537;6.497.852;0;34.079.858;3.584.001;37.663.858
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;09/2025;0;0;134.687;4.857.108;0;0;4.991.795;4.808.858;0;0;0;0;312.807;312.807;4.622.306;14.735.766;13.402.236;2.391.347;0;30.529.349;4.947.050;35.476.399
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;09/2025;115.480;0;872.294;20.938.773;0;0;21.926.547;0;786.483;8.351.387;253.371;0;-251.003;9.140.239;73.185;31.139.971;247.716;334.624;1.588.066;33.310.377;1.470.533;34.780.910
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;09/2025;452.358;108.959;369.384;20.573.129;0;5.446;21.509.276;59.999;0;21.581;4.528.935;0;1.002.507;5.553.023;111.201;27.233.499;0;2.012.055;854.641;30.100.195;2.287.511;32.387.706
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S3;I;2;BELO HORIZONTE;MG;09/2025;0;0;0;62.444;0;0;62.444;0;0;0;0;0;0;0;886.299;948.743;0;29.180.482;0;30.129.225;1.591.950;31.721.175
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;09/2025;71.018;0;767.100;14.268.772;0;0;15.106.890;4.079.951;855.897;1.200.226;2.364.943;0;0;4.421.066;143.769;23.751.676;2.233.998;2.811.775;700.762;29.498.210;1.256.158;30.754.368
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2025;325;0;0;0;0;0;325;0;0;0;0;0;0;0;0;325;0;11.418.131;0;11.418.456;19.036.696;30.455.151
TERRA INVESTIMENTOS DTVM - PRUDENCIAL;1000084514;n2;S4;C;2;SAO PAULO;SP;09/2025;0;0;0;0;0;76.556;76.556;1.242.286;0;0;0;0;0;0;0;1.318.842;28.885.520;40.200;0;30.244.562;86.287;30.330.849
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;09/2025;0;0;0;175.061;0;0;175.061;0;0;399.570;111.750;0;602.283;1.113.602;20.099.764;21.388.428;20.894;1.422.648;0;22.831.970;5.408.424;28.240.394
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;09/2025;324.034;0;52.564;1.639.023;0;0;2.015.621;3.041.931;51.641;9.119.182;2.044.485;0;-36.791;11.178.517;7.138.495;23.374.564;774.538;934.772;960.994;26.044.868;1.609.302;27.654.170
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;09/2025;0;0;2.617.716;4.053.074;0;0;6.670.790;0;0;4.499.507;4.219.739;0;0;8.719.246;7.160.187;22.550.223;33.250;998.737;899.716;24.481.925;2.752.461;27.234.386
CLOUDWALK IP - PRUDENCIAL;1000086581;n1;S4;C;2;SAO PAULO;SP;09/2025;0;0;0;338.422;1.225.924;0;1.564.346;0;0;0;0;0;0;0;6.004;1.570.349;0;10.613.156;0;12.183.505;14.549.570;26.733.075
STELLANTIS - PRUDENCIAL;1000087298;b2;S3;C;3;SAO PAULO;SP;09/2025;36;0;1.127.028;9.935.064;0;0;11.062.128;0;47.717;0;6.893.801;0;0;6.941.517;0;18.003.645;38.982;1.308.233;0;19.350.860;7.080.275;26.431.135
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;C;2;SAO PAULO;SP;09/2025;0;0;0;670.365;0;10;670.375;0;0;0;3.777.642;0;0;3.777.642;200.448;4.648.466;11.330;16.576.980;1.286.910;22.523.686;1.596.062;24.119.747
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;09/2025;0;0;134.847;2.520.351;0;0;2.655.198;0;0;0;1.041.539;0;1.215.943;2.257.482;34.311;4.946.991;4.268.297;6.923.827;0;16.139.116;6.547.933;22.687.049
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S3;I;2;BELO HORIZONTE;MG;09/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.513.750;0;21.513.750;918.030;22.431.780
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;2;SAO PAULO;SP;09/2025;20.762;0;722.320;1.503.310;0;0;2.246.392;217.049;0;0;1.402.231;0;0;1.402.231;2.481;3.868.153;0;15.138.889;0;19.007.043;3.044.590;22.051.633
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;09/2025;13.394;0;0;676.942;0;0;690.336;0;0;0;0;0;0;0;2.905;693.241;0;19.754.816;0;20.448.056;1.428.530;21.876.586
BANK OF CHINA (BRASIL) - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;09/2025;362.284;2.189;716.555;6.587.941;0;167;7.669.136;2.100.021;0;721.457;101.762;0;0;823.218;7.082.696;17.675.072;26.649;1.148.724;904.162;19.754.607;2.099.571;21.854.178
UBS (BRASIL) - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;09/2025;730;0;0;666.290;0;175.332;842.351;2.239.009;0;0;0;0;1.127.428;1.127.428;77.937;4.286.726;1.168.116;9.425.829;0;14.880.671;6.666.663;21.547.334
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;09/2025;228.719;0;64.427;12.599.809;0;0;12.892.955;4.562.085;763;308.300;99.181;0;-30;408.213;321.452;18.184.705;152.061;924.647;238.816;19.500.229;1.222.848;20.723.077
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;09/2025;0;0;2.887.893;1.166.146;0;0;4.054.039;0;0;0;5.592.208;0;0;5.592.208;7.108.036;16.754.284;5.162;925.874;0;17.685.320;2.340.368;20.025.688
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;09/2025;8.307;0;236.858;846.522;0;0;1.091.688;540.114;0;0;297.184;0;0;297.184;12.339.216;14.268.202;2.028.953;512.057;0;16.809.211;2.898.118;19.707.329
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;09/2025;1.023.305;1.989.339;134.142;10.636.524;0;0;13.783.309;1.291;690.900;0;1.630.955;0;0;2.321.856;311.542;16.417.998;15;729.951;205.619;17.353.583;2.221.930;19.575.513
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S3;I;2;RIBEIRAO PRETO;SP;09/2025;0;0;0;732.562;0;0;732.562;0;0;0;0;0;0;0;278.918;1.011.481;0;16.268.698;0;17.280.179;800.485;18.080.663
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;I;2;BEBEDOURO;SP;09/2025;1.750.820;0;0;6.159.348;0;2.889;7.913.057;0;0;4.737.204;0;0;0;4.737.204;15.957;12.666.218;0;1.722.748;0;14.388.965;3.457.757;17.846.723
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;09/2025;0;0;342.024;263.582;0;0;605.607;0;0;0;2.650.637;0;0;2.650.637;4.938.584;8.194.828;251.081;2.230.055;0;10.675.963;6.794.781;17.470.744
VOLVO - PRUDENCIAL;1000080769;b2;S3;C;3;CURITIBA;PR;09/2025;0;0;1.812.177;79.810;0;0;1.891.987;0;0;0;222.752;0;0;222.752;10.697.241;12.811.980;0;383.627;0;13.195.606;3.891.955;17.087.561
SCANIA - PRUDENCIAL;1000080776;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;09/2025;0;0;241.000;7.501.341;0;0;7.742.341;0;0;0;3.481.243;0;0;3.481.243;3.135.942;14.359.527;0;369.036;0;14.728.564;1.732.552;16.461.116
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;09/2025;0;0;2.315.518;2.583.188;0;0;4.898.706;0;0;0;6.226.567;0;0;6.226.567;53.572;11.178.845;0;1.885.683;0;13.064.528;2.973.037;16.037.565
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S3;I;2;FRANCISCO BELTRAO;PR;09/2025;0;0;295.021;0;0;0;295.021;0;0;0;0;0;0;0;9.193.928;9.488.950;83.392;5.793.702;0;15.366.044;668.402;16.034.445
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;09/2025;0;0;0;1.955.356;0;0;1.955.356;9.630.683;58.884;0;2.531.106;0;0;2.589.991;0;14.176.030;270.955;148.500;637.230;15.232.716;704.105;15.936.821
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;09/2025;1.650.233;788.228;16.976;8.221.543;0;16.550;10.693.530;0;598.946;0;11.554;0;0;610.500;1.414;11.305.444;0;1.048.961;0;12.354.405;3.356.987;15.711.392
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;I;3;SAO PAULO;SP;09/2025;432.761;0;442.551;3.044.206;0;0;3.919.518;0;0;0;536.091;0;0;536.091;3.955.048;8.410.657;2.674.956;1.100.306;0;12.185.920;2.899.615;15.085.536
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;b3C;S3;I;2;SAO PAULO;SP;09/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.278.081;0;14.278.081;670.103;14.948.184
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;09/2025;0;0;54.131;577.755;0;2.371.445;3.003.331;0;0;1.578.847;398.185;0;302.912;2.279.944;5.642.509;10.925.783;215.297;1.096.824;0;12.237.905;2.352.525;14.590.430
MIZUHO - PRUDENCIAL;1000080697;b1;S3;I;3;SAO PAULO;SP;09/2025;63.359;0;51.441;2.794.692;0;0;2.909.492;2.373.631;0;0;0;0;0;0;7.039.198;12.322.321;320.976;558.081;0;13.201.378;1.311.861;14.513.239
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;I;3;SAO PAULO;SP;09/2025;715.095;0;0;4.088.104;0;0;4.803.199;498.529;0;0;2.373.832;0;0;2.373.832;2.955.209;10.630.769;1.335.015;343.953;546.086;12.855.824;1.438.505;14.294.329
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;09/2025;207.326;0;0;3.364.722;0;0;3.572.048;382.043;0;0;0;0;0;0;7.691.050;11.645.141;559.784;444.363;0;12.649.288;1.614.914;14.264.201
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;09/2025;1.413.376;2.396.824;86.429;7.459.903;13.583;248;11.370.363;4.195;0;0;16.546;0;0;16.546;344.362;11.735.465;0;1.135.689;183.346;13.054.500;897.501;13.952.001
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;I;3;PORTO ALEGRE;RS;09/2025;0;0;2.471.518;65.166;0;0;2.536.684;0;0;433.470;2.144.291;0;0;2.577.761;6.330.361;11.444.805;116.036;659.827;442.028;12.662.696;1.156.801;13.819.497
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;I;2;SERTAOZINHO;SP;09/2025;906.426;0;0;6.088.255;0;4;6.994.685;0;0;4.065.223;0;0;0;4.065.223;12.871;11.072.779;0;910.396;0;11.983.175;1.797.693;13.780.867
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S3;I;2;MARINGA;PR;09/2025;1.436.074;0;32.417;5.655.564;0;3.140;7.127.195;0;28.579;362.586;0;0;0;391.165;6.174;7.524.534;0;4.756.005;106.810;12.387.349;1.303.687;13.691.036
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;C;3;SAO PAULO;SP;09/2025;70;0;0;1.595.605;0;0;1.595.675;952.294;0;0;933.684;0;0;933.684;5.313.050;8.794.703;263.206;945.602;0;10.003.511;3.391.763;13.395.274
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;09/2025;0;0;0;320.658;0;0;320.658;0;0;0;0;0;0;0;584.644;905.302;0;11.797.581;0;12.702.883;676.216;13.379.099
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S3;I;2;BLUMENAU;SC;09/2025;0;0;150.302;0;0;0;150.302;0;0;0;0;0;0;0;2.316.303;2.466.605;0;9.621.399;0;12.088.004;971.116;13.059.120
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S3;I;2;LUCAS DO RIO VERDE;MT;09/2025;1.326.443;22.767;16.403;3.866.858;0;311;5.232.782;0;8.555;131.274;0;0;0;139.829;17.366;5.389.977;0;5.052.452;33.231;10.475.660;1.935.950;12.411.610
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;09/2025;5.728;0;210.392;4.902.762;0;0;5.118.881;154.515;0;0;5.455.581;0;0;5.455.581;0;10.728.977;0;113.957;162.544;11.005.478;1.349.589;12.355.067
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;I;3;SAO PAULO;SP;09/2025;17.917;0;102.992;10.498.047;0;0;10.618.956;0;0;0;0;0;0;0;0;10.618.956;0;119.392;0;10.738.348;1.377.216;12.115.564
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;09/2025;886.383;0;714.639;5.563.417;0;811;7.165.249;0;26.087;50.125;0;0;0;76.212;21.368;7.262.829;0;3.536.056;151.835;10.950.720;1.146.258;12.096.978
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;I;2;LINHARES;ES;09/2025;1.721.895;10.362;0;5.197.826;0;2.604;6.932.686;0;0;1.230.511;14.277;0;0;1.244.787;45.300;8.222.774;0;1.492.415;0;9.715.189;2.331.445;12.046.633
