Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
CLOUDWALK IP - PRUDENCIAL;1000086581;n4;;C;3;SAO PAULO;SP;12/2024;14.679.898;0;7.190.918;1.216.284;7.488.981;468.144;1.020.998;41,74%;NA%;1;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;C;3;SAO PAULO;SP;12/2024;14.525.495;1.386.406;11.101.594;5.197.827;3.423.901;222.927;3.223.084;64,54%;0,66%;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;12/2024;14.514.660;8.935.833;11.711.803;10.489.724;2.802.858;157.827;2.802.857;22,80%;1,47%;0;115
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;12/2024;14.475.080;9.253.924;8.501.683;6.748.824;5.973.396;411.304;3.402.303;30,38%;0,27%;5;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;12/2024;14.238.029;55.611;13.700.060;9.215.495;537.969;1.984;537.873;14,77%;22,60%;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S3;I;2;RIBEIRAO PRETO;SP;12/2024;14.210.934;0;13.555.095;2.092.583;655.838;28.305;375.734;17,86%;0,68%;0;0
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;b3C;S4;I;2;SAO PAULO;SP;12/2024;13.266.821;0;12.674.572;0;592.250;-35.609;345.377;22,96%;11,30%;0;2
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;I;2;SERTAOZINHO;SP;12/2024;12.874.463;5.161.075;11.169.075;10.148.783;1.705.388;159.191;1.670.913;15,92%;6,24%;0;43
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;12/2024;12.631.952;115.800;12.002.481;412.812;629.470;25.630;477.832;16,22%;4,56%;0;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;12/2024;12.505.471;2.741.058;10.190.687;8.346.472;2.314.784;55.112;2.285.116;24,82%;0,14%;2;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S4;I;1;BELO HORIZONTE;MG;12/2024;12.453.676;6.795.997;10.190.012;9.016.505;2.263.664;83.847;1.850.611;21,41%;0,88%;2;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;12/2024;12.425.429;5.165.802;11.572.318;10.406.543;853.110;74.064;834.857;13,96%;11,07%;66;7
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S4;I;2;MARINGA;PR;12/2024;12.207.030;5.899.167;10.900.516;6.371.273;1.306.514;86.352;1.386.148;17,43%;25,54%;0;113
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;C;3;SAO PAULO;SP;12/2024;12.047.848;10.487.641;10.568.862;10.289.836;1.478.985;174.646;1.444.231;15,50%;2,73%;3;0
BS2 - PRUDENCIAL;1000080422;b1;S3;C;2;BELO HORIZONTE;MG;12/2024;11.695.846;2.245.828;10.745.531;5.871.708;950.316;98.724;815.539;15,14%;31,74%;4;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S3;I;2;BLUMENAU;SC;12/2024;11.660.738;876.267;10.836.443;2.389.636;824.295;0;488.889;36,51%;5,60%;0;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;12/2024;11.534.082;4.980.770;3.658.485;3.471.989;7.875.597;62.244;1.662.138;48,01%;1,31%;61;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;12/2024;11.414.027;6.485.747;9.784.013;4.813.249;1.630.014;162.225;1.655.490;16,13%;6,45%;0;39
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;12/2024;11.348.145;7.169.492;10.091.360;6.340.555;1.256.785;123.253;1.375.435;17,21%;6,89%;0;97
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;12/2024;10.628.543;7.760.720;9.262.251;9.005.076;1.366.292;59.470;1.004.332;16,56%;9,81%;4;0
