Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Resultado de Intermediação Financeira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Resultado com Transações de Pagamento;;;;Outras Receitas / Despesas;;;;;;;;;;;Resultado antes da Tributação e Participações (x) = (k) + (l) + (w);Imposto de Renda e Contribuição Social (y);Participações no Lucro (z);Lucro Líquido (aa) = (x) + (y) + (z);
;;;;;;;;;;Rendas de Aplicações Interfinanceiras de Liquidez;;;;Rendas de Títulos e Valores Mobiliários;;;;;Rendas de Operações de Crédito;;;;;Rendas de Arrendamento Financeiro (d);Rendas de Outras Operações com Características de Concessão de Crédito (e);Resultado com Perda Esperada;;;;;;;Despesas de Captações;;;;;Despesas de Instrumentos de Dívida Elegíveis a Capital (h);Resultado com Derivativos (i);Outros Resultados de Intermediação Financeira (j);Resultado de Intermediação Financeira (k) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h) + (i) + (j);Resultado com Serviços por Transações de Pagamento (l1);Resultados de Perda Esperada com Transações de Pagamento (l2);Outros Resultados com Transações de Pagamento (l3);Resultado com Transações de Pagamento (l);Rendas de Tarifas Bancárias (m);Outras Rendas de Prestação de Serviços (n);Despesas de Pessoal (o);Despesas Administrativas (p);Resultado com Perdas Esperadas de Outras Operações (q);Despesas de Juros Sobre Capital Próprio de Cooperativas (r);Despesas Tributárias (s);Resultado de Participações (t);Outras Receitas (u);Outras Despesas (v);Outras Receitas / Despesas (w)= (m) + (n) + (o) +  (p) + (q) + (r) + (s) + (t) + (u) + (v);;;;;
;;;;;;;;;;Receita de Juros com Aplicações Interfinanceiras de Liquidez (a1);Ajuste de Variação Cambial de Aplicações Interfinanceiras de Liquidez (a2);Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de Aplicações Interfinanceiras de Liquidez (a3);Rendas de Aplicações Interfinanceiras de Liquidez (a);Receita de Juros com TVM (b1);Ajuste de Variação Cambial de TVM (b2);Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de TVM (b3);Outros Resultados de TVM (b4);Rendas de Títulos e Valores Mobiliários (b);Receita de Juros com Operações de Crédito (c1);Ajuste de Variação Cambial de Operações de Crédito (c2);Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de Operações de Crédito (c3);Outros Resultados de Operações de Crédito (c4);Rendas de Operações de Crédito (c);;;Resultado com Perda Esperada de Aplicações Interfinanceiras de Liquidez (f1);Resultado com Perda Esperada de TVM (f2);Resultado com Perda Esperada de Operações de Crédito (f3);Resultado com Perda Esperada de Arrendamento (f4);Resultado com Perda Esperada de Outras Operações com Características de Concessão de Crédito(f5);Resultado com Perda Esperada de Outros Ativos Geradores de Renda (f6);Resultado com Perda Esperada (f);Despesa de Juros com Captações (g1);Ajuste de Variação Cambial de Captações (g2);Ajuste de Hedge de Valor Justo de Captações (g3);Outros Resultados de Captações (g4);Despesas de Captações (g);;;;;;;;;;;;;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO BRASIL - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;03/2025;345.001;0;0;0;0;0;0;0;0;0;12.741;0;0;308;13.049;0;133;0;0;-2.870;0;-370;2;-3.238;-6.934;0;0;-90;-7.024;0;0;0;2.920;64;0;0;64;252;1.438;-3.217;-3.653;-118;0;-43;0;3.598;-917;-2.661;323;0;-74;249
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;S5;I;2;CANOINHAS;SC;03/2025;4.477.019;13.114;0;0;13.114;102;0;0;0;102;102.179;0;0;479;102.659;0;15.540;0;0;-6.241;0;-2.498;0;-8.739;-93.117;0;0;-1.078;-94.194;0;0;0;28.482;1.238;0;698;1.936;3.359;4.840;-12.851;-16.008;-969;-3.130;-378;4;32.460;-1.772;5.553;35.971;-241;-1.475;34.255
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81016131;b3S;S5;I;2;VIDEIRA;SC;03/2025;2.344.967;6.215;0;0;6.215;647;0;0;0;647;39.377;0;0;1.784;41.161;0;5.335;0;0;-8.087;0;-1.930;23;-9.995;-46.387;0;0;-542;-46.929;0;0;0;-3.566;799;0;270;1.069;2.278;2.262;-10.129;-9.108;568;-1.214;-101;0;30.210;-1.710;13.056;10.560;-14;-802;9.744
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;S5;I;2;PINHALZINHO;SC;03/2025;2.404.482;7.679;0;0;7.679;358;0;0;0;358;50.299;0;0;1.487;51.786;0;8.520;0;0;-4.994;0;-1.108;0;-6.102;-43.502;0;0;-543;-44.045;0;0;0;18.197;788;0;225;1.013;275;4.557;-8.904;-8.073;-286;-2.734;-258;0;16.385;-2.511;-1.550;17.660;-218;-1.041;16.401
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;03/2025;1.174.558;2.973;0;0;2.973;24;0;0;0;24;20.083;0;0;107;20.190;0;1.600;0;0;-2.744;0;46;0;-2.698;-20.318;0;0;-254;-20.572;0;0;0;1.517;371;0;96;467;115;1.412;-5.518;-4.533;33;-1.055;-99;0;12.421;-460;2.317;4.300;-66;-412;3.821
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LTDA. - SICOOB JUDICIÁRIO;37076205;b3S;S5;I;2;BRASILIA;DF;03/2025;277.440;0;0;0;0;0;0;0;0;0;6.092;0;0;173;6.266;0;1;0;0;-238;0;-73;0;-311;-4.699;0;0;-68;-4.767;0;0;0;1.189;111;0;35;145;108;276;-2.653;-1.755;15;0;-19;0;2.970;-178;-1.235;99;-12;0;87
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;03/2025;1.136.977;34;0;0;34;2.529;0;0;0;2.529;30.366;0;0;489;30.855;0;16;0;0;-2.331;0;-670;11;-2.990;-18.356;0;0;-332;-18.688;0;0;0;11.757;682;0;542;1.223;2.019;862;-6.978;-6.060;-13;-653;-118;0;14.906;-1.058;2.907;15.887;-16;-1.197;14.675
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVOS CAMPOS - SICOOB NOVOS CAMPOS;78862083;b3S;S5;I;2;CAMPOS NOVOS;SC;03/2025;858.614;2.400;0;0;2.400;186;0;0;0;186;20.010;0;0;225;20.235;0;1.788;0;0;-1.894;0;-569;0;-2.464;-16.962;0;0;-206;-17.168;0;0;0;4.979;223;0;123;346;870;1.488;-5.653;-5.299;78;0;-155;5;7.473;-2.305;-3.499;1.827;-199;-880;747
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;03/2025;1.958.819;6.390;0;0;6.390;0;0;0;0;0;34.632;0;0;421;35.053;0;1.678;0;0;-5.665;0;-784;1.002;-5.447;-36.098;0;0;-441;-36.539;0;0;0;1.134;623;0;259;882;181;2.288;-8.679;-6.324;-908;-1.271;-138;0;21.120;-3.049;3.219;5.234;-108;-1.258;3.869
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;03/2025;6.126.303;21.463;0;0;21.463;476;0;0;0;476;142.238;0;0;1.377;143.615;0;11.264;0;0;-22.016;0;-2.908;867;-24.057;-119.094;0;0;-1.576;-120.670;0;0;0;32.092;1.484;0;873;2.357;6.546;10.057;-25.003;-19.161;-1.064;-4.919;-592;0;51.647;-5.959;11.554;46.003;-555;-2.058;43.390
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;03/2025;2.549.014;4.979;0;0;4.979;212;0;0;0;212;45.573;0;0;609;46.181;0;1.807;0;0;-4.655;0;-597;0;-5.253;-42.360;0;0;-664;-43.024;0;0;0;4.902;887;0;382;1.269;3.746;4.160;-8.317;-9.335;-124;0;-208;0;31.497;-873;20.547;26.718;-109;-463;26.145
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC;2587492;b3S;S5;I;2;URUBICI;SC;03/2025;473.804;1.275;0;0;1.275;56;0;0;0;56;11.455;0;0;415;11.870;0;12;0;0;-2.174;0;-396;0;-2.570;-7.683;0;0;-120;-7.803;0;0;0;2.839;331;0;251;582;717;576;-3.390;-3.523;-8;-643;-40;0;6.529;-274;-55;3.366;-12;-464;2.889
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;03/2025;1.028.314;1.575;0;0;1.575;144;0;0;0;144;26.171;0;0;616;26.786;0;3.000;0;0;-6.995;0;-1.853;0;-8.848;-20.165;0;0;-269;-20.434;0;0;0;2.224;656;0;319;976;765;2.125;-5.773;-5.333;-136;-526;-141;6;7.988;-505;-1.531;1.669;-158;-808;703
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;03/2025;1.059.212;2.230;0;0;2.230;69;0;0;0;69;17.367;0;0;221;17.588;0;1.431;0;0;-1.888;0;-269;0;-2.157;-21.652;0;0;-280;-21.933;0;0;0;-2.771;301;0;87;387;269;687;-3.870;-3.553;-42;0;-39;0;14.426;-785;7.092;4.708;-13;-16;4.679
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;03/2025;905.978;35;0;0;35;0;0;0;0;0;23.886;0;0;417;24.303;0;187;0;0;-4.906;0;-2.327;1;-7.232;-19.628;0;0;-272;-19.900;0;0;0;-2.608;369;0;390;760;2.317;2.846;-7.322;-7.048;-50;0;-155;5;9.991;-878;-295;-2.143;-94;-124;-2.361
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;S5;I;2;BOA ESPERANCA;MG;03/2025;604.687;199;0;0;199;0;0;0;0;0;5.518;0;0;1;5.517;0;1.035;0;0;-626;0;-895;17;-1.504;-11.435;0;0;-127;-11.563;0;0;0;-6.317;92;0;53;145;177;812;-1.479;-938;8;-345;-79;0;10.242;-134;8.264;2.092;-36;-59;1.997
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;03/2025;374.430;0;0;0;0;0;0;0;0;0;4.370;0;0;149;4.519;0;1.198;0;0;-1.158;0;-119;0;-1.277;-6.357;0;0;-74;-6.431;0;0;0;-1.991;132;0;99;231;259;489;-1.511;-1.202;25;0;-38;0;5.921;-134;3.808;2.048;-19;0;2.029
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;I;2;CARMO DO RIO CLARO;MG;03/2025;333.053;675;0;0;675;0;0;0;0;0;6.567;0;0;236;6.803;0;1.267;0;0;-5.800;0;2.907;0;-2.892;-5.730;0;0;-67;-5.797;0;0;0;57;92;0;113;205;298;774;-1.542;-1.089;-408;0;-41;29;4.151;-248;1.923;2.185;-45;-112;2.028
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA;9576849;b3S;S5;I;2;CERES;GO;03/2025;204.994;232;0;0;232;0;0;0;0;0;2.569;0;0;19;2.588;0;11;0;0;-5;0;-33;0;-39;-3.656;0;0;-58;-3.715;0;0;0;-923;9;0;99;109;45;260;-1.448;-1.321;51;0;-21;0;3.862;-42;1.386;572;0;0;572
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUDESTE MAIS;4079285;b3S;S5;I;2;ITAJUBA;MG;03/2025;242.020;16;0;0;16;0;0;0;0;0;7.046;0;0;155;7.201;0;321;0;0;-1.602;0;-350;0;-1.952;-4.946;0;0;-76;-5.023;0;0;0;562;87;0;164;251;749;730;-2.861;-2.437;95;0;-63;0;3.355;-83;-516;298;-21;0;277
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;03/2025;1.533.983;0;0;0;0;0;0;0;0;0;37.437;0;0;609;38.046;0;18;0;0;-8.038;0;-1.010;3;-9.045;-33.867;0;0;-489;-34.356;0;0;0;-5.338;220;0;289;509;1.440;2.278;-6.859;-5.270;17;0;-154;5;21.457;-874;12.039;7.210;-86;0;7.125
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.;10143499;b3S;S5;I;2;JATAI;GO;03/2025;284.539;0;0;0;0;0;0;0;0;0;9.454;0;0;77;9.531;0;28;0;0;-4.446;0;-593;0;-5.038;-4.633;0;0;-69;-4.702;0;0;0;-181;-70;0;272;201;385;868;-2.911;-2.316;146;0;-68;0;2.958;-232;-1.171;-1.151;-37;0;-1.188
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;S5;I;2;PALMEIRAS DE GOIAS;GO;03/2025;323.965;173;0;0;173;0;0;0;0;0;8.665;0;0;31;8.696;0;722;0;0;-512;0;-43;0;-555;-4.146;0;0;-47;-4.194;0;0;0;4.842;85;0;36;121;50;338;-1.432;-1.764;-28;-2.010;-32;0;2.524;-158;-2.511;2.452;0;-364;2.088
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;S5;I;2;PARA DE MINAS;MG;03/2025;663.292;0;0;0;0;0;0;0;0;0;9.405;0;0;154;9.559;0;182;0;0;1.130;0;-48;0;1.083;-13.250;0;0;-217;-13.467;0;0;0;-2.644;-12;0;273;260;711;1.138;-3.612;-3.100;95;0;-71;0;13.337;-177;8.321;5.937;-39;-166;5.732
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;I;2;PEDRO LEOPOLDO;MG;03/2025;354.141;0;0;0;0;0;0;0;0;0;8.442;0;0;567;9.010;0;12;0;0;-1.147;0;-382;0;-1.530;-5.904;0;0;-103;-6.007;0;0;0;1.485;-44;0;439;395;907;1.084;-3.503;-2.786;46;0;-89;0;5.920;-682;897;2.777;-42;-153;2.583
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;03/2025;912.032;0;0;0;0;641;0;0;0;641;32.487;0;0;356;32.843;0;567;0;0;-5.794;0;-1.309;-3;-7.106;-15.630;0;0;-241;-15.871;0;0;0;11.074;332;0;838;1.171;2.436;3.573;-8.467;-8.778;145;-1.635;-177;0;6.655;-672;-6.919;5.325;-103;-163;5.059
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA. - SICOOB CERRADO;5222094;b3S;S5;I;2;PIRACANJUBA;GO;03/2025;414.523;89;0;0;89;0;0;0;0;0;13.190;0;0;24;13.214;0;10;0;0;-7.042;0;-359;0;-7.401;-7.771;0;0;-76;-7.847;0;0;0;-1.934;132;0;83;214;47;557;-1.402;-1.164;-357;0;-43;0;2.194;-119;-287;-2.007;0;0;-2.007
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;S5;I;2;PITANGUI;MG;03/2025;406.288;0;0;0;0;0;0;0;0;0;9.916;0;0;132;10.048;0;8;0;0;-837;0;-259;20;-1.076;-7.108;0;0;-127;-7.235;0;0;0;1.745;-21;0;398;376;649;1.313;-4.236;-2.621;-19;-663;-120;0;5.884;-481;-293;1.828;-57;0;1.771
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PITANGUI, PAPAGAIOS, MARAVILHAS E REGIÃO LTDA. - SICOOB CREDICOOP;41931221;b3S;S5;I;2;PITANGUI;MG;03/2025;385.635;0;0;0;0;0;0;0;0;0;8.825;0;0;2.026;10.851;0;4;0;0;-3.664;0;-135;0;-3.798;-7.479;0;0;-98;-7.577;0;0;0;-521;188;0;119;307;574;877;-2.850;-2.089;42;0;-70;0;6.182;-235;2.432;2.218;-33;-234;1.951
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;S5;I;2;RIO VERDE;GO;03/2025;542.232;573;0;0;573;0;0;0;0;0;14.222;0;0;208;14.430;0;3.579;0;0;-604;0;-750;-200;-1.555;-10.574;0;0;-118;-10.693;0;0;0;6.335;67;0;238;305;120;833;-3.851;-3.699;7;0;-55;81;4.144;-190;-2.610;4.030;-274;0;3.756
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RORAIMA LTDA.;2137018;b3S;S5;I;2;BOA VISTA;RR;03/2025;110.796;23;0;0;23;0;0;0;0;0;3.126;0;0;185;3.310;0;2;0;0;-5.042;0;-28;1.037;-4.033;-1.537;0;0;-28;-1.565;0;0;0;-2.263;57;0;156;213;128;454;-1.109;-1.284;-1.065;0;-32;0;1.658;-84;-1.334;-3.385;-21;-62;-3.467
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA;73422792;b3S;S5;I;2;RUBIATABA;GO;03/2025;604.957;0;0;0;0;11;0;0;0;11;13.372;0;0;550;13.922;0;901;0;0;-2.212;0;-898;18;-3.091;-9.321;0;0;-154;-9.475;0;0;0;2.267;140;0;632;772;1.469;1.621;-5.197;-5.185;-6;0;-221;0;9.707;-152;2.036;5.075;0;-54;5.021
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;I;2;SANTA CRUZ DAS PALMEIRAS;SP;03/2025;259.418;845;0;0;845;1.979;0;0;0;1.979;6.473;0;0;397;6.870;0;949;0;0;-977;0;-554;0;-1.531;-5.006;0;0;-78;-5.084;0;0;0;4.028;127;0;80;208;348;660;-2.330;-1.920;208;0;-101;0;346;-286;-3.075;1.161;-153;0;1.008
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;S5;I;2;SANTO ANTONIO DO MONTE;MG;03/2025;648.394;344;0;0;344;0;0;0;0;0;14.621;0;0;523;15.144;0;294;0;0;-1.053;0;-99;0;-1.152;-10.898;0;0;-180;-11.078;0;0;0;3.551;217;0;208;426;413;1.698;-5.933;-3.611;-80;0;-186;0;9.007;-475;833;4.810;-91;-207;4.512
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;03/2025;1.357.517;1.015;0;0;1.015;0;0;0;0;0;23.984;0;0;413;24.397;0;3.723;0;0;-1.142;0;-886;0;-2.028;-25.192;0;0;-347;-25.539;0;0;0;1.568;543;0;396;940;430;1.910;-9.985;-6.769;-13;-1.844;-104;0;19.198;-1.186;1.639;4.147;0;0;4.147
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VITÓRIA DA CONQUISTA;2833202;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;03/2025;111.983;36;0;0;36;0;0;0;0;0;3.934;0;0;18;3.952;0;0;0;0;-970;0;-25;0;-995;-1.354;0;0;-26;-1.380;0;0;0;1.614;-87;0;0;-87;215;421;-934;-1.730;-5;0;-35;65;828;-67;-1.241;285;-81;0;204
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DFMIL LTDA. - SICOOB DFMIL;4649337;b3S;S5;I;2;BRASILIA;DF;03/2025;170.892;0;0;0;0;0;0;0;0;0;3.604;0;0;2;3.606;0;1;0;0;-334;0;-41;0;-375;-2.551;0;0;-46;-2.597;0;0;0;634;48;0;13;61;43;581;-1.531;-1.018;8;0;-19;0;2.396;-133;329;1.024;-44;-32;948
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.;41805003;b3S;S5;I;2;PIUMHI;MG;03/2025;585.763;330;0;0;330;0;0;0;0;0;11.691;0;0;358;12.049;0;9;0;0;-463;0;-248;0;-712;-11.391;0;0;-147;-11.538;0;0;0;138;232;0;140;373;775;867;-3.015;-2.218;-17;0;-58;2;7.467;-314;3.489;4.000;-34;0;3.965
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;03/2025;1.789.406;0;0;0;0;0;0;0;0;0;69.709;0;0;2.469;72.178;0;1.211;0;0;-10.264;0;-1.512;1;-11.775;-36.656;0;0;-519;-37.175;0;0;0;24.440;102;0;0;102;2.628;7.709;-13.428;-16.158;1.009;0;-198;0;19.576;-5.109;-3.969;20.572;1;-1.518;19.053
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO BRASIL CENTRAL LTDA. - SICOOB EXECUTIVO;694877;b3S;S5;I;2;BRASILIA;DF;03/2025;218.263;0;0;0;0;0;0;0;2;2;6.084;0;0;217;6.301;0;5;0;0;-1.680;0;-199;0;-1.879;-3.385;0;0;-61;-3.445;0;0;0;983;117;0;62;178;305;503;-2.136;-2.109;-60;0;-28;0;2.919;-254;-861;300;0;0;300
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM;2173447;b3S;S5;I;2;GUANHAES;MG;03/2025;818.806;0;0;0;0;0;0;0;0;0;14.313;0;0;176;14.489;0;1.750;0;0;304;0;-369;0;-65;-15.247;0;0;-252;-15.499;0;0;0;675;439;0;480;919;1.745;3.169;-6.742;-4.820;-41;0;-212;0;13.508;-736;5.869;7.463;0;0;7.463
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE BRASILEIRO;2282709;b3S;S5;I;2;ANAPOLIS;GO;03/2025;3.777.111;373;0;0;373;0;0;0;0;0;114.821;0;0;2.990;117.811;0;4.009;0;0;-152;0;-4.713;35;-4.830;-82.613;0;0;-999;-83.612;0;0;0;33.751;-64;0;3.015;2.950;5.631;6.939;-27.153;-23.866;514;0;-572;25;34.960;-3.580;-7.100;29.601;-340;0;29.261
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;03/2025;1.433.025;25;0;0;25;0;0;0;0;0;38.237;0;0;649;38.886;0;10.401;0;0;-6.629;0;-8.984;1.086;-14.527;-31.446;0;0;-303;-31.749;0;0;0;3.036;744;0;806;1.550;1.857;2.916;-11.323;-11.990;4.060;0;-401;0;9.806;-948;-6.023;-1.436;-153;0;-1.589
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS;10319386;b3S;S5;I;2;DOURADOS;MS;03/2025;374.350;0;0;0;0;0;0;0;0;0;15.127;0;0;232;15.359;0;36;0;0;-3.276;0;-506;0;-3.783;-8.461;0;0;-89;-8.549;0;0;0;3.063;326;0;103;429;608;566;-3.205;-2.895;236;0;-66;0;2.857;-78;-1.978;1.514;-15;0;1.499
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;03/2025;4.418.186;0;0;0;0;0;0;0;0;0;132.611;0;0;3.654;136.266;0;14.888;0;0;-22.479;0;-5.214;0;-27.693;-77.395;0;0;-940;-78.335;0;0;0;45.125;3.616;0;1.895;5.511;759;9.146;-23.293;-20.718;-1.297;-5.696;-551;25;39.810;-2.365;-4.180;46.456;-463;-2.985;43.008
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA;33579731;b3S;S5;I;2;MORRINHOS;GO;03/2025;414.617;300;0;0;300;588;0;0;0;588;11.553;0;0;107;11.660;0;932;0;0;-1.076;0;-196;0;-1.271;-6.486;0;0;-85;-6.571;0;0;0;5.637;71;0;270;341;623;1.211;-3.900;-3.517;-94;0;-86;3;2.262;-493;-3.992;1.986;0;-11;1.975
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS;3941182;b3S;S5;I;2;AGUAS DE LINDOIA;SP;03/2025;131.742;626;0;0;626;0;0;0;0;0;2.758;0;0;3;2.761;0;9;0;0;-170;0;-143;0;-313;-2.545;0;0;-45;-2.590;0;0;0;493;61;0;155;217;244;338;-1.929;-1.995;32;0;-82;8;1.515;-839;-2.707;-1.997;-12;0;-2.009
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE GOIÁS;4406371;b3S;S5;I;2;GOIANIA;GO;03/2025;355.179;724;0;0;724;0;0;0;0;0;9.636;0;0;144;9.780;0;1.849;0;0;287;0;-810;56;-466;-5.922;0;0;-106;-6.027;0;0;0;5.860;-140;0;500;359;851;1.257;-4.714;-3.305;-37;0;-80;0;4.394;-226;-1.859;4.360;-247;0;4.113
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;03/2025;1.017.349;413;0;0;413;0;0;0;0;0;32.880;0;0;293;33.173;0;425;0;0;-5.995;0;-877;15;-6.857;-22.567;0;0;-321;-22.888;0;0;0;4.266;521;0;628;1.148;1.562;3.675;-9.977;-8.552;59;0;-215;0;11.321;-1.222;-3.348;2.065;-125;0;1.941
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO ACRE LTDA.;1608685;b3S;S5;I;2;RIO BRANCO;AC;03/2025;423.570;1.413;0;0;1.413;0;0;0;0;0;10.947;0;0;42;10.989;0;1.031;0;0;493;0;-339;-1.000;-846;-7.421;0;0;-93;-7.514;0;0;0;5.073;173;0;491;664;237;539;-2.159;-1.852;-77;0;-49;0;2.736;-287;-912;4.825;-25;-157;4.643
