Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BANCO DIGIMAIS - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;03/2024;8.254.440;2.155.171;7.618.846;6.425.365;635.594;114.665;897.110;18,35%;1,09%;4;3
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;03/2024;8.017.694;4.551.719;7.150.339;5.685.940;867.355;29.580;844.296;18,95%;10,82%;0;54
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;03/2024;7.788.557;4.635.832;6.780.383;4.344.092;1.008.174;14.024;1.031.388;17,36%;13,43%;0;95
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;03/2024;7.735.894;3.824.820;1.400.024;583.138;6.335.870;132.130;6.216.675;68,15%;0,41%;4;11
WARREN CCVM LTDA - PRUDENCIAL;1000082664;n2;S4;C;2;PORTO ALEGRE;RS;03/2024;7.735.609;0;7.666.256;7.625.020;69.353;746;51.985;23,94%;1,21%;4;0
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;03/2024;7.698.870;4.704.997;6.843.170;5.039.233;855.699;46.498;920.825;17,02%;7,76%;0;45
SISPRIME DO BRASIL - COOPERATIVA DE CRÉDITO;2398976;b3S;S4;I;2;LONDRINA;PR;03/2024;7.491.362;3.576.437;6.340.446;5.921.863;1.150.916;67.183;1.146.708;21,24%;4,22%;0;47
HAITONG - PRUDENCIAL;1000080666;b2;S4;C;3;SAO PAULO;SP;03/2024;7.345.368;226.334;6.829.517;6.424.797;515.852;-5.734;241.077;18,60%;1,83%;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;03/2024;7.171.594;4.295.394;6.199.896;5.740.463;971.698;22.295;927.374;18,30%;9,82%;0;114
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;03/2024;7.170.367;5.654.806;6.465.032;6.055.171;705.335;-39.830;609.171;11,00%;3,14%;8;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S4;I;2;CURITIBA;PR;03/2024;7.089.430;0;5.713.450;11.507;1.375.980;0;271.322;28,41%;1,36%;0;0
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;S4;C;2;PORTO ALEGRE;RS;03/2024;6.999.912;5.797.657;6.512.669;5.487.339;487.244;39.660;648.580;16,49%;0,86%;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;03/2024;6.959.779;3.935.050;6.090.517;3.579.116;869.262;34.502;843.636;17,58%;10,68%;0;65
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;03/2024;6.850.787;3.691.543;5.835.806;5.355.934;1.014.981;41.102;936.171;22,50%;1,74%;0;41
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;03/2024;6.816.355;4.164.321;6.046.825;3.857.826;769.530;22.669;840.933;16,84%;13,40%;0;68
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;I;3;PONTA GROSSA;PR;03/2024;6.729.478;5.966.495;4.926.099;4.724.262;1.803.379;36.435;1.277.927;20,12%;0,04%;2;0
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;03/2024;6.566.410;89.091;6.298.938;0;267.472;10.379;257.376;21,91%;20,59%;0;0
