Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;12/2022;2.264.702.287;906.186.015;2.094.998.487;1.635.163.761;169.703.800;15.575.156;2.622;1.003
BB;49906;b1;S1;C;1;BRASILIA;DF;12/2022;2.010.991.124;891.401.674;1.856.658.269;1.588.033.730;154.332.855;17.005.952;3.992;604
CAIXA ECONÔMICA FEDERAL;51626;b1;S1;C;1;BRASILIA;DF;12/2022;1.585.873.063;1.012.344.567;1.501.059.525;1.315.127.949;84.813.538;5.493.435;3.375;937
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;12/2022;1.538.534.888;656.430.230;1.380.504.193;1.168.245.370;158.030.695;6.565.186;2.896;1.282
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;12/2022;1.076.796.103;488.607.756;992.277.212;771.344.631;84.518.891;4.824.783;2.595;1.557
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2022;681.161.316;278.285.079;549.837.591;146.804.556;131.323.726;17.127.548;5;0
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2022;441.386.142;118.874.336;396.854.452;290.523.568;44.531.690;3.831.955;68;0
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;12/2022;252.426.072;122.125.768;234.070.537;197.421.129;18.355.534;1.064.740;132;4
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;12/2022;169.772.269;28.722.596;157.983.905;94.072.431;11.788.364;1.617.263;57;8
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;C;2;PORTO ALEGRE;RS;12/2022;150.419.287;22.101.025;146.860.658;134.807.585;3.558.629;80.184;6;0
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;12/2022;135.664.256;22.260.538;127.373.830;97.817.953;8.290.426;-154.106;8;0
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;12/2022;125.221.095;70.426.928;112.333.324;89.088.359;12.887.771;661.955;9;19
CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;1027058;n4;;C;2;BARUERI;SP;12/2022;115.018.116;0;104.089.539;6.644.889;10.928.577;749.710;1;0
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;n4;S1;C;2;SAO PAULO;SP;12/2022;113.894.954;0;68.750.148;0;45.144.806;1.845.458;1;0
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;12/2022;112.048.174;49.121.869;102.633.211;88.088.945;9.414.963;323.018;501;69
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;12/2022;109.762.390;3.305.398;101.247.205;70.106.513;8.515.184;1.066.570;9;0
BANCO SICOOB;51750;b1;S3;C;2;BRASILIA;DF;12/2022;102.040.530;21.100.412;98.826.063;86.572.911;3.214.467;179.359;7;0
NUBANK;52058;n1;S3;C;2;SAO PAULO;SP;12/2022;97.618.048;26.085.719;92.114.770;80.504.067;5.503.278;924.796;6;0
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;12/2022;78.213.107;14.280.097;74.050.734;29.252.699;4.162.374;-338.404;7;0
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18236120;n4;S3;C;2;SAO PAULO;SP;12/2022;72.952.899;35.932.238;66.958.593;15.501.828;5.994.306;981.905;1;0
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;12/2022;70.605.117;48.548.551;64.866.658;56.450.559;5.738.459;634.858;54;0
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A. INSTITUIÇÃO DE PAGAMENTO;10440482;n4;S1;C;3;SAO PAULO;SP;12/2022;64.332.549;0;61.246.281;2.288.659;3.086.268;300.377;1;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;12/2022;63.167.204;13.413.880;54.171.021;20.613.712;8.996.183;1.313.989;296;2
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;12/2022;55.486.288;25.414.089;50.280.902;39.725.915;5.205.386;415.420;15;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;12/2022;47.739.522;29.787.486;42.087.400;34.314.813;5.652.122;507.372;19;0
INTER;51884;b1;S3;C;2;BELO HORIZONTE;MG;12/2022;45.892.352;22.317.335;38.812.272;32.505.674;7.080.080;-118.815;21;0
BMG;30290;b1;S3;C;2;SAO PAULO;SP;12/2022;44.318.226;23.203.535;40.378.685;33.924.466;3.939.541;126.221;36;0
C6 BANK;52072;b1;S3;C;2;SAO PAULO;SP;12/2022;43.617.798;29.006.327;40.045.571;31.382.038;3.572.227;-1.823.230;6;1
BRB;31976;b1;S3;C;1;BRASILIA;DF;12/2022;40.105.057;29.340.042;37.877.245;34.332.089;2.227.812;115.761;130;101
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;12/2022;38.058.189;6.558.259;31.634.365;18.871.642;6.423.824;351.776;10;0
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;C;3;SAO PAULO;SP;12/2022;37.596.681;31.862.859;34.374.601;29.739.623;3.222.080;134.757;2;0
BANESTES;30159;b1;S3;C;1;VITORIA;ES;12/2022;36.616.696;7.939.247;34.581.404;33.220.460;2.035.292;147.928;100;55
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;12/2022;34.837.581;17.776.935;33.128.759;29.799.853;1.708.822;-1.164.120;8;0
STONE INSTITUIÇÃO DE PAGAMENTO S.A.;16501555;n4;S5;C;2;SAO PAULO;SP;12/2022;34.791.389;0;33.527.529;5.159.822;1.263.860;83.130;1;0
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;12/2022;34.595.899;19.757.320;29.754.518;9.372.649;4.841.381;683.153;119;0
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;12/2022;34.278.727;311.595;31.431.616;17.318.983;2.847.111;385.268;4;0
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;12/2022;32.836.905;1.116.652;28.326.687;14.447.168;4.510.218;452.393;3;0
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;12/2022;30.867.340;2.401.606;29.463.780;8.093.095;1.403.559;38.690;2;0
PAGSEGURO INTERNET INSTITUIÇÃO DE PAGAMENTO S.A.;8561701;n4;S4;C;2;SAO PAULO;SP;12/2022;27.859.972;509.158;18.567.026;1.257.497;9.292.946;559.078;1;0
BANCO CRÉDIT AGRICOLE BRASIL S.A.;75647891;b1;S3;C;3;SAO PAULO;SP;12/2022;27.152.399;4.626.357;24.652.168;9.107.267;2.500.232;152.111;2;0
