Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
AFINZ INSTITUIÇÃO DE PAGAMENTO S.A.;60114865;n4;S4;C;2;BARUERI;SP;03/2025;1.707.823;750.851;140.866;1.551.020;52.043;156.802;1.673;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;S4;C;1;FLORIANOPOLIS;SC;03/2025;1.699.147;1.419.740;242.439;685.779;617.902;1.013.368;18.497;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;03/2025;1.695.600;1.358.778;29.103;1.482.210;743.024;213.390;24.801;0;41
BANCO PAULISTA S.A.;61820817;b1;S4;C;2;SAO PAULO;SP;03/2025;1.693.894;934.680;416.184;1.557.212;1.429.034;136.682;-5.390;2;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;03/2025;1.689.230;803.244;36.466;1.475.825;1.210.152;213.406;12.150;0;28
IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;15111975;n4;;C;2;SAO PAULO;SP;03/2025;1.677.779;0;18.429;1.616.996;564.116;60.782;-9.494;1;0
BNY MELLON;51808;b1;S4;C;3;RIO DE JANEIRO;RJ;03/2025;1.670.067;0;504.584;1.022.353;878.630;647.714;2.443;5;0
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73443863;b3S;S5;I;2;BLUMENAU;SC;03/2025;1.651.137;989.824;28.528;1.500.975;1.396.173;150.162;2.298;0;18
BANCO KEB HANA DO BRASIL S.A.;2318507;b1;S4;I;3;SAO PAULO;SP;03/2025;1.644.507;249.565;313.248;1.451.934;1.444.502;192.573;4.503;2;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;03/2025;1.633.179;1.114.236;325.838;1.327.452;802.255;305.727;9.526;0;24
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;I;2;BAGE;RS;03/2025;1.629.351;960.662;495.593;1.332.813;766.541;296.537;10.101;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;03/2025;1.625.805;1.234.050;29.677;1.443.703;738.719;182.102;13.177;0;19
QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36583700;n1;S4;C;2;SAO PAULO;SP;03/2025;1.612.209;781.920;594.743;1.510.989;1.271.336;101.220;22.112;2;0
COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;03/2025;1.610.084;942.980;19.644;1.438.482;1.280.503;171.601;-7.342;0;32
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;03/2025;1.608.473;979.710;31.919;1.367.581;876.430;240.893;4.063;0;24
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;03/2025;1.606.291;1.192.747;31.788;1.368.140;999.253;238.151;1.822;0;28
COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO;71884498;b3S;S5;I;2;CAMPINAS;SP;03/2025;1.596.057;839.700;32.173;1.354.941;1.268.466;241.116;4.695;0;34
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;03/2025;1.561.261;975.837;25.727;1.415.830;1.314.098;145.431;-4.662;0;19
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;03/2025;1.556.205;1.206.692;29.288;1.376.701;972.912;179.505;-3.113;0;26
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;03/2025;1.541.531;19.402;420.406;1.396.203;130.393;145.328;5.097;0;0
SICREDI CEARÁ - COOPERATIVA DE CRÉDITO DO ESTADO DO CEARÁ;72257793;b3S;S4;I;2;FORTALEZA;CE;03/2025;1.534.321;634.774;418.099;1.307.018;1.155.123;227.303;12.517;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;03/2025;1.533.983;783.843;21.453;1.349.854;1.318.288;184.129;7.125;0;9
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;03/2025;1.521.442;985.831;36.673;1.311.010;1.072.393;210.432;1.011;0;19
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;03/2025;1.519.656;904.836;48.695;1.257.830;907.229;261.826;9.598;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;03/2025;1.502.960;887.508;33.791;1.219.042;1.029.037;283.918;13.850;0;11
SWAP INSTITUIÇÃO DE PAGAMENTO S.A.;31680151;n4;;I;3;SAO PAULO;SP;03/2025;1.494.247;121.704;111.893;1.418.783;217.607;75.464;3.019;1;0
BANCO MONEO S.A.;7441209;b2;S4;I;2;CAXIAS DO SUL;RS;03/2025;1.461.162;1.378.767;374;1.162.882;1.137.430;298.280;10.031;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;03/2025;1.445.670;1.068.698;16.923;1.279.545;1.078.889;166.125;4.991;0;20
STARK BANK S.A. - INSTITUICAO DE PAGAMENTO;20018183;n4;S5;C;2;SAO PAULO;SP;03/2025;1.436.444;37.122;43.964;1.311.687;637.417;124.757;-1.055;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;03/2025;1.433.025;1.069.701;30.045;1.269.785;1.093.161;163.240;-1.589;0;30
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;I;2;UMUARAMA;PR;03/2025;1.423.390;801.241;17.355;1.266.230;1.014.203;157.160;10.701;0;36
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;03/2025;1.411.949;1.034.588;20.824;1.213.519;748.242;198.430;14.429;0;21
STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA;22121209;n4;;I;3;SAO PAULO;SP;03/2025;1.383.074;0;25.702;1.342.315;0;40.759;1.291;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;03/2025;1.378.384;1.043.659;23.228;1.198.990;594.817;179.393;13.060;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;03/2025;1.375.188;795.524;55.282;1.114.659;1.058.389;260.529;21.822;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;03/2025;1.368.691;918.536;25.886;1.217.032;1.085.921;151.659;1.746;0;27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;03/2025;1.357.517;634.837;16.217;1.195.657;967.315;161.860;4.147;0;28
CELCOIN INSTITUICAO DE PAGAMENTO S.A.;13935893;n4;;C;2;BARUERI;SP;03/2025;1.354.485;0;74.705;982.041;531.119;372.444;3.742;1;0
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;03/2025;1.353.504;974.706;55.186;1.202.427;801.383;151.077;2.205;0;6
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;03/2025;1.348.860;843.391;28.210;1.185.634;954.230;163.226;9.190;0;29
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102;n1;S4;I;3;BARUERI;SP;03/2025;1.339.442;477.130;0;1.168.921;922.226;170.521;4.673;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;03/2025;1.321.534;969.712;24.047;1.081.202;672.079;240.332;11.631;0;15
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;03/2025;1.320.147;757.486;15.771;1.178.269;1.016.772;141.878;7.815;0;45
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;03/2025;1.316.095;524.426;38.973;1.168.745;891.151;147.350;5.221;0;25
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;03/2025;1.288.782;570.619;21.854;1.087.491;1.032.564;201.291;7.207;0;21
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;03/2025;1.280.084;731.204;47.607;1.076.552;758.077;203.532;4.607;0;18
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;03/2025;1.275.867;771.493;112.107;1.015.050;865.459;260.817;13.075;0;10
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;03/2025;1.261.888;579.214;23.308;1.081.166;979.605;180.722;7.886;0;33
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;03/2025;1.250.505;569.858;21.745;1.076.560;984.579;173.945;7.673;0;11
ENTREPAY INSTITUICAO DE PAGAMENTO S.A;17887874;n4;S5;C;2;SAO PAULO;SP;03/2025;1.218.696;0;765.758;1.120.947;32.566;97.749;-77.356;1;0
BANCO KOMATSU DO BRASIL S.A.;23903068;b2;S4;I;3;SAO PAULO;SP;03/2025;1.208.529;1.112.734;0;985.178;923.979;223.351;6.759;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE;70119680;b3C;S4;I;2;JOAO PESSOA;PB;03/2025;1.200.216;5.913;782.267;1.067.678;0;132.538;-522;0;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;03/2025;1.200.035;565.842;20.218;1.095.947;993.861;104.088;-2.369;0;32
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;03/2025;1.194.907;42.449;376.487;1.123.542;100.749;71.365;921;0;0
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;03/2025;1.189.854;684.353;107.066;1.048.484;906.086;141.371;1.308;0;21
BANCO SEMEAR S.A.;795423;b1;S4;I;2;BELO HORIZONTE;MG;03/2025;1.182.889;638.458;119.829;1.077.924;1.014.335;104.965;303;2;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;03/2025;1.182.633;840.590;38.827;1.048.408;576.534;134.225;7.808;0;29
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;03/2025;1.174.558;651.626;16.229;1.051.242;709.065;123.316;3.821;0;9
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;b3S;S5;I;2;CHAPECO;SC;03/2025;1.174.526;938.389;21.331;1.063.125;546.614;111.401;10.672;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;b3S;S5;I;2;JI-PARANA;RO;03/2025;1.164.490;964.606;25.412;1.020.052;378.342;144.438;14.223;0;21
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;03/2025;1.160.873;806.839;46.457;766.100;668.984;394.773;-7.633;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;03/2025;1.157.245;699.033;14.094;1.036.555;852.981;120.690;5.882;0;21
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;03/2025;1.148.962;596.654;32.439;942.926;660.757;206.035;6.675;0;1
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;S4;I;2;SAO PAULO;SP;03/2025;1.141.668;968.050;19.945;1.008.032;997.037;133.636;-2.337;2;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;03/2025;1.138.778;404.499;21.917;997.325;905.723;141.453;7.552;0;27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;03/2025;1.136.977;586.493;105.609;938.741;919.550;198.236;14.675;0;16
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;03/2025;1.136.667;491.268;25.537;947.502;828.667;189.165;16.656;0;11
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;03/2025;1.131.363;850.787;32.891;943.788;765.542;187.575;8.539;0;25
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;03/2025;1.116.854;417.428;19.483;987.623;946.270;129.231;8.571;0;14
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;03/2025;1.110.619;772.383;17.968;990.932;569.040;119.688;8.776;0;24
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;03/2025;1.104.825;488.009;33.773;939.359;716.302;165.466;7.476;0;11
VÓRTX;52364;n1;S4;C;2;SAO PAULO;SP;03/2025;1.104.299;0;21.821;1.014.413;939.834;89.886;7.260;7;0
MULVI INSTITUICAO DE PAGAMENTO S.A.;3847413;n4;S4;C;1;ARACAJU;SE;03/2025;1.103.986;557.986;92.446;1.020.060;16.342;83.926;-1.420;1;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;03/2025;1.101.523;718.972;32.581;906.827;739.241;194.696;-7.371;0;25
ADIQ INSTITUIÇÃO DE PAGAMENTO S.A.;20520298;n4;S3;C;2;BELO HORIZONTE;MG;03/2025;1.096.078;0;113.415;840.572;36.225;255.505;-13.531;1;0
BANCO B3 S.A.;997185;b1;S4;C;2;SAO PAULO;SP;03/2025;1.064.264;0;203.645;842.169;817.632;222.095;14.434;2;0
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;03/2025;1.060.655;852.434;27.267;923.442;547.009;137.213;3.268;0;21
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;03/2025;1.059.248;467.561;446.643;954.579;766.923;104.669;6.911;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;03/2025;1.059.212;515.924;14.156;961.485;790.106;97.727;4.679;0;12
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;03/2025;1.053.230;745.636;23.075;900.833;689.672;152.397;7.135;0;8
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;03/2025;1.039.502;405.945;374.053;942.842;877.340;96.660;4.423;0;9
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM;1635462;b3S;S5;I;2;LAJEADO;RS;03/2025;1.038.779;545.633;18.783;923.122;860.570;115.657;1.745;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;03/2025;1.028.314;725.925;16.905;919.741;761.213;108.573;703;0;17
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;03/2025;1.018.497;448.887;24.869;873.138;792.781;145.359;10.980;0;7
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;03/2025;1.017.903;626.246;28.437;808.273;565.486;209.630;5.210;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;03/2025;1.017.349;612.054;12.155;917.858;861.622;99.492;1.941;0;21
EBANX INSTITUICAO DE PAGAMENTOS LTDA.;21018182;n4;;I;2;CURITIBA;PR;03/2025;1.010.673;0;0;942.788;930.894;67.885;16.064;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;03/2025;1.003.651;788.369;20.396;852.731;368.359;150.920;3.293;0;19
SOCIÉTÉ GÉNÉRALE EQUIPMENT FINANCE S.A. - ARRENDAMENTO MERCANTIL;62816426;n1;;I;3;BARUERI;SP;03/2025;1.001.593;751.814;0;848.283;780.567;153.309;-10.061;2;0
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;03/2025;998.026;631.415;7.989;848.702;793.921;149.324;5.164;0;18
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;03/2025;993.086;769.322;25.488;877.793;744.585;115.293;-1.502;0;23
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;I;2;RIO VERDE;GO;03/2025;992.663;645.465;10.941;867.037;618.354;125.626;-21.811;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;03/2025;985.999;713.806;18.816;869.048;781.628;116.951;-2.731;0;25
FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A;2732968;n4;S4;C;2;SAO JOSE DOS CAMPOS;SP;03/2025;979.766;814.546;76.868;918.546;13.064;61.220;-849;1;0
BANCO WOORI BANK DO BRASIL S.A.;15357060;b1;S4;I;3;SAO PAULO;SP;03/2025;974.643;91.075;380.642;890.733;880.282;83.910;-3.431;2;0
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;03/2025;974.633;410.869;65.992;854.312;735.278;120.322;7.268;0;19
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;b3S;S5;I;2;CASCAVEL;PR;03/2025;974.334;778.238;15.562;865.811;465.853;108.522;8.913;0;16
NATURA &CO PAY SOCIEDADE DE CRÉDITO DIRETO S.A.;48805820;n1;S5;I;2;SAO PAULO;SP;03/2025;973.163;498.010;384.200;395.430;0;577.733;9.379;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;03/2025;972.011;679.817;18.868;873.925;800.829;98.086;-246;0;16
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP;73113243;b3S;S4;I;2;ARARAQUARA;SP;03/2025;965.792;570.853;298.035;885.037;703.678;80.754;2.113;0;10
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;03/2025;961.594;576.139;26.643;823.557;761.626;138.036;2.894;0;24
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;03/2025;944.506;343.670;53.039;797.770;727.970;146.736;5.051;0;15
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;03/2025;942.737;434.886;16.973;776.095;565.980;166.642;8.309;0;13
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;S4;I;2;NAO-ME-TOQUE;RS;03/2025;937.015;886.414;39.224;749.102;739.762;187.913;4.641;2;0
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66262643;b3S;S5;I;2;POMPEU;MG;03/2025;931.219;341.849;24.514;813.190;701.776;118.028;5.868;0;2
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA;6031727;b3S;S5;I;2;SANTO CRISTO;RS;03/2025;930.401;651.051;11.215;830.894;516.683;99.507;10.424;0;21
COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE;25387655;b3S;S5;I;2;TEOFILO OTONI;MG;03/2025;927.923;281.138;21.991;798.835;721.786;129.087;9.900;0;25
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;b3S;S5;I;2;LONDRINA;PR;03/2025;918.550;699.152;10.159;821.033;555.982;97.516;9.442;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;03/2025;912.032;672.017;34.274;803.744;716.661;108.288;5.059;0;36
BANCO FATOR S.A.;33644196;b1;S4;C;2;SAO PAULO;SP;03/2025;908.106;14.382;532.380;609.467;603.289;298.639;3.540;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;03/2025;905.978;511.707;13.807;826.456;790.068;79.522;-2.361;0;36
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8560508;b3S;S5;I;2;SAO JOAO DO TRIUNFO;PR;03/2025;902.807;728.189;17.526;792.607;396.871;110.200;17.220;0;12
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;03/2025;898.944;670.344;139.244;798.373;727.942;100.570;151;0;9
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;03/2025;896.928;612.335;9.366;807.304;793.672;89.624;-9.409;0;19
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;03/2025;894.382;592.733;59.246;635.568;499.320;258.814;3.757;0;16
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70241658;b3S;S4;I;2;RECIFE;PE;03/2025;885.322;413.048;278.246;791.914;706.806;93.408;3.061;0;7
COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.;2935307;b3S;S5;I;2;GOIANIA;GO;03/2025;878.371;418.376;14.901;655.568;592.098;222.803;6.069;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;03/2025;861.642;516.294;15.505;527.097;502.016;334.545;13.037;0;4
