Instituição;Código;TCB;SR;TCip;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;;;;Exposição Total (k);Índice de Capital Principal (l) = (a) / (j);Índice de Capital Nível I (m) = (c) / (j);Índice de Basileia (n) = (e) / (j);Adicional de Capital Principal;Razão de Alavancagem (o) = (c) / (k);Índice de Imobilização (p);
;;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;;;RWA para Risco Operacional (h);RWAsp (i);Ativos Ponderados pelo Risco (RWA) (j) = (f) + (g) + (h) + (i);;;;;;;;
;;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWAcva (g5);RWAdrc (g6);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6);;;;;;;;;;;
AGIBANK - PRUDENCIAL;1000083694;b1;S3;;C;2;CAMPINAS;SP;12/2024;2.077.838;0;2.077.838;365.215;2.443.053;15.192.006;7.388;0;2.115;0;0;0;9.503;2.279.834;0;17.481.343;30.034.082;11,89%;11,89%;13,98%;437.034;6,92%;40,28%
STONE IP - PRUDENCIAL;1000084686;n1;S4;3;C;3;SAO PAULO;SP;12/2024;2.428.300;489.928;2.918.228;0;2.918.228;4.109.905;154.295;0;0;0;174.015;0;328.310;611.508;12.164.186;17.213.909;NA;14,11%;16,95%;16,95%;215.174;NA%;NA%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;1;I;2;SAO PAULO;SP;12/2024;2.739.352;0;2.739.352;0;2.739.352;15.352.944;28.792;14.186;0;0;0;0;42.979;1.323.579;0;16.719.502;24.046.630;16,38%;16,38%;16,38%;835.975;11,39%;2,66%
STELLANTIS - PRUDENCIAL;1000087298;b2;S4;1;C;3;SAO PAULO;SP;12/2024;2.800.694;0;2.800.694;0;2.800.694;14.358.731;0;0;0;0;28.228;0;28.228;1.286.461;0;15.673.421;22.792.573;17,87%;17,87%;17,87%;391.836;12,29%;0,06%
BANK OF CHINA (BRASIL) - PRUDENCIAL;1000080295;b1;S3;1;C;3;SAO PAULO;SP;12/2024;1.939.004;1.052.691;2.991.695;0;2.991.695;13.163.061;561.734;0;91.102;4.054;2.743;0;659.633;1.722.276;0;15.544.970;23.784.816;12,47%;19,25%;19,25%;388.624;12,58%;0,92%
BOCOM - PRUDENCIAL;1000084624;b1;S3;;C;3;SALVADOR;BA;12/2024;1.346.780;209.847;1.556.626;672.163;2.228.790;12.981.079;451.847;1.690;13.382;0;191.527;0;658.445;1.501.000;0;15.140.525;32.966.575;8,90%;10,28%;14,72%;378.513;4,72%;0,54%
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;;C;3;SAO PAULO;SP;12/2024;4.046.068;0;4.046.068;0;4.046.068;4.150.700;596.369;16;4.556.379;493.361;1.841.563;308.694;7.796.382;2.992.663;0;14.939.745;42.400.719;27,08%;27,08%;27,08%;373.494;9,54%;0,54%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;;C;3;SAO PAULO;SP;12/2024;2.640.857;0;2.640.857;0;2.640.857;13.170.496;30.509;0;6.187;0;842.179;0;878.876;859.830;0;14.909.202;36.564.537;17,71%;17,71%;17,71%;372.730;7,22%;0,50%
SCANIA - PRUDENCIAL;1000080776;b2;S4;;C;3;SAO BERNARDO DO CAMPO;SP;12/2024;1.650.874;0;1.650.874;0;1.650.874;13.571.745;0;0;0;0;0;0;0;548.341;0;14.120.087;16.589.974;11,69%;11,69%;11,69%;353.002;9,95%;0,34%
BANESTES - PRUDENCIAL;1000080147;b1;S3;1;C;1;VITORIA;ES;12/2024;1.974.411;0;1.974.411;0;1.974.411;11.733.546;2.565;0;0;0;0;0;2.565;2.354.758;540;14.091.409;29.136.755;14,01%;14,01%;14,01%;352.285;6,78%;17,77%
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;1;C;2;BELO HORIZONTE;MG;12/2024;1.897.838;128.512;2.026.350;445.081;2.471.431;12.232.346;7.265;130;6.557;3.031;6.740;0;23.723;1.424.012;0;13.680.081;27.088.784;13,87%;14,81%;18,07%;342.002;7,48%;24,94%
GM - PRUDENCIAL;1000080848;b2;S3;;C;3;SAO PAULO;SP;12/2024;2.511.647;0;2.511.647;0;2.511.647;12.788.323;0;0;0;0;0;0;0;582.582;0;13.370.905;17.998.334;18,78%;18,78%;18,78%;334.273;13,95%;3,82%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;;I;3;PORTO ALEGRE;RS;12/2024;1.439.266;0;1.439.266;488.911;1.928.177;12.384.849;9.463;0;0;0;16.078;0;25.541;671.634;0;13.082.023;15.795.396;11,00%;11,00%;14,74%;327.051;9,11%;2,93%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;1;I;1;BELEM;PA;12/2024;1.917.533;0;1.917.533;0;1.917.533;11.113.505;15.504;0;9.419;0;0;0;24.923;1.572.516;0;12.710.944;16.675.255;15,09%;15,09%;15,09%;317.774;11,50%;4,79%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;;I;2;BLUMENAU;SC;12/2024;2.802.857;0;2.802.857;0;2.802.857;9.567.273;0;0;0;0;0;0;0;2.728.639;0;12.295.912;15.727.243;22,80%;22,80%;22,80%;307.398;17,82%;1,47%
PINE - PRUDENCIAL;1000080374;b1;S3;;C;2;SAO PAULO;SP;12/2024;1.134.972;105.195;1.240.167;466.948;1.707.115;10.131.209;22.208;33.066;201.484;325;26.043;0;283.126;1.328.092;0;11.742.426;32.531.681;9,67%;10,56%;14,54%;293.561;3,81%;16,76%
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;;I;3;SAO PAULO;SP;12/2024;2.701.653;0;2.701.653;0;2.701.653;7.427.286;514.168;41;2.300.652;0;186.332;104.643;3.105.836;1.190.018;0;11.723.140;31.710.703;23,05%;23,05%;23,05%;293.078;8,52%;0,92%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;;I;2;BEBEDOURO;SP;12/2024;3.002.519;0;3.002.519;0;3.002.519;9.939.609;0;0;0;0;0;0;0;1.634.455;0;11.574.064;16.565.051;25,94%;25,94%;25,94%;289.352;18,13%;3,43%
PICPAY - PRUDENCIAL;1000088022;b1;S3;3;C;2;SAO PAULO;SP;12/2024;1.098.552;0;1.098.552;0;1.098.552;7.183.591;4.244;0;0;0;24.697;0;28.941;2.242.859;1.887.144;11.342.536;27.356.050;9,69%;9,69%;9,69%;283.563;4,02%;NA%
HONDA - PRUDENCIAL;1000080611;b2;S4;;C;3;SAO PAULO;SP;12/2024;3.402.303;0;3.402.303;0;3.402.303;9.833.845;0;0;0;0;870.754;0;870.754;493.330;0;11.197.928;15.055.450;30,38%;30,38%;30,38%;559.896;22,60%;0,27%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;;I;2;SERTAOZINHO;SP;12/2024;1.670.913;0;1.670.913;0;1.670.913;9.587.944;0;0;0;0;0;0;0;904.991;0;10.492.934;13.509.221;15,92%;15,92%;15,92%;262.323;12,37%;6,24%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;;I;2;LUCAS DO RIO VERDE;MT;12/2024;1.621.735;0;1.621.735;33.756;1.655.490;10.009.168;145.137;0;0;0;2.429;0;147.567;105.845;0;10.262.579;14.652.276;15,80%;15,80%;16,13%;256.564;11,07%;6,45%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;1;C;2;SAO PAULO;SP;12/2024;6.517.951;0;6.517.951;0;6.517.951;4.482.621;8.977;33;1.740;29;0;22;10.801;5.481.813;0;9.975.235;8.165.748;65,34%;65,34%;65,34%;498.762;79,82%;0,36%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;;C;3;SAO PAULO;SP;12/2024;1.444.231;0;1.444.231;0;1.444.231;8.779.263;0;0;0;0;40.663;0;40.663;497.968;0;9.317.893;14.184.772;15,50%;15,50%;15,50%;232.947;10,18%;2,73%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;;C;3;SAO PAULO;SP;12/2024;2.285.116;0;2.285.116;0;2.285.116;7.275.258;303.370;1.197;454.877;0;285.190;0;1.044.634;888.402;0;9.208.294;16.644.393;24,82%;24,82%;24,82%;230.207;13,73%;0,14%
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;;I;3;SAO PAULO;SP;12/2024;1.171.066;558.706;1.729.772;0;1.729.772;6.327.265;122.909;0;1.084.660;0;367.999;0;1.575.568;1.267.752;0;9.170.585;16.103.510;12,77%;18,86%;18,86%;229.265;10,74%;0,52%
SOFISA - PRUDENCIAL;1000080271;b1;S3;1;C;2;SAO PAULO;SP;12/2024;1.085.348;100.306;1.185.653;0;1.185.653;8.399.338;22.803;0;38.400;0;0;0;61.203;537.508;0;8.998.049;17.115.217;12,06%;13,18%;13,18%;224.951;6,93%;10,41%
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S4;;I;1;BELO HORIZONTE;MG;12/2024;1.850.611;0;1.850.611;0;1.850.611;7.403.355;88.872;0;826;0;243.422;0;333.120;907.403;0;8.643.877;12.887.572;21,41%;21,41%;21,41%;216.097;14,36%;0,88%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;1;C;2;SAO PAULO;SP;12/2024;742.927;0;742.927;221.772;964.699;7.546.901;46.611;508;78.190;1.414;181.022;265;308.011;673.436;0;8.528.348;23.436.765;8,71%;8,71%;11,31%;213.209;3,17%;2,33%
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;;I;3;PONTA GROSSA;PR;12/2024;1.858.794;0;1.858.794;0;1.858.794;7.824.076;0;0;0;0;10.865;0;10.865;404.134;0;8.239.075;8.332.061;22,56%;22,56%;22,56%;205.977;22,31%;0,02%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;;I;2;PALOTINA;PR;12/2024;1.243.842;0;1.243.842;131.593;1.375.435;7.877.086;0;66.914;0;0;0;0;66.914;48.824;0;7.992.824;13.097.170;15,56%;15,56%;17,21%;199.821;9,50%;6,89%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S4;;I;2;MARINGA;PR;12/2024;1.290.236;0;1.290.236;95.912;1.386.148;7.682.135;1.851;0;0;0;0;0;1.851;268.742;0;7.952.729;14.308.693;16,22%;16,22%;17,43%;198.818;9,02%;25,54%
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;1;I;3;SAO PAULO;SP;12/2024;1.252.822;0;1.252.822;0;1.252.822;7.253.705;196;0;0;0;0;0;196;281.245;0;7.535.147;9.764.219;16,63%;16,63%;16,63%;188.379;12,83%;0,04%
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;;I;2;LINHARES;ES;12/2024;NA;NA;NA;NA;1.804.011;7.284.301;NA;NA;NA;NA;NA;NA;0;234.081;0;7.518.382;NA;NA%;NA%;23,99%;NA;NA%;4,07%
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S4;;I;2;CHAPECO;SC;12/2024;1.133.106;0;1.133.106;0;1.133.106;6.067.283;0;0;0;0;0;0;0;1.249.226;0;7.316.509;10.495.488;15,49%;15,49%;15,49%;182.913;10,80%;7,75%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;;I;2;GOIANIA;GO;12/2024;NA;NA;NA;NA;1.042.525;6.990.624;NA;NA;NA;NA;NA;NA;0;309.405;0;7.300.028;NA;NA%;NA%;14,28%;NA;NA%;8,03%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;;I;2;MEDIANEIRA;PR;12/2024;1.180.721;0;1.180.721;143.074;1.323.795;6.912.828;0;0;0;0;0;0;0;179.455;0;7.092.284;11.897.216;16,65%;16,65%;18,67%;177.307;9,92%;22,63%
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;;I;3;SAO PAULO;SP;12/2024;1.267.295;0;1.267.295;0;1.267.295;6.569.077;31.378;0;0;0;0;0;31.378;399.920;0;7.000.375;6.458.927;18,10%;18,10%;18,10%;175.009;19,62%;0,70%
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;;I;2;CARLOS BARBOSA;RS;12/2024;1.012.243;0;1.012.243;68.887;1.081.131;6.309.299;0;0;0;0;0;0;0;87.851;0;6.397.150;11.448.162;15,82%;15,82%;16,90%;159.929;8,84%;7,78%
