Instituição;Código;TCB;SR;TCip;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;;;;Exposição Total (k);Índice de Capital Principal (l) = (a) / (j);Índice de Capital Nível I (m) = (c) / (j);Índice de Basileia (n) = (e) / (j);Adicional de Capital Principal;IRRBB;Razão de Alavancagem (o) = (c) / (k);Índice de Imobilização (p);
;;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;;;RWA para Risco Operacional (h);RWAsp (i);Ativos Ponderados pelo Risco (RWA) (j) = (f) + (g) + (h) + (i);;;;;;;;;
;;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWAcva (g5);RWAdrc (g6);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6);;;;;;;;;;;;
STONE IP - PRUDENCIAL;1000084686;n1;S4;3;C;3;SAO PAULO;SP;03/2025;2.646.930;510.368;3.157.298;0;3.157.298;4.712.607;404.225;0;0;0;113.449;0;517.674;1.406.160;11.733.914;18.370.355;NA;14,41%;17,19%;17,19%;459.259;80.092;NA%;NA%
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;1;I;2;SAO PAULO;SP;03/2025;2.661.930;0;2.661.930;0;2.661.930;15.461.440;28.929;13.793;0;0;0;0;42.722;2.229.074;70.416;17.803.653;24.716.637;14,95%;14,95%;14,95%;890.183;136.985;10,77%;3,87%
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;1;C;3;SAO BERNARDO DO CAMPO;SP;03/2025;2.613.336;0;2.613.336;0;2.613.336;16.959.266;0;0;0;0;0;0;0;769.081;0;17.728.347;20.070.994;14,74%;14,74%;14,74%;443.209;116.699;13,02%;0,49%
BANK OF CHINA (BRASIL) - PRUDENCIAL;1000080295;b1;S3;1;C;3;SAO PAULO;SP;03/2025;1.959.972;976.174;2.936.146;0;2.936.146;15.449.414;141.158;0;74.751;569;397;0;216.875;1.192.752;0;16.859.041;23.112.152;11,63%;17,42%;17,42%;421.476;72.356;12,70%;0,90%
VOLVO - PRUDENCIAL;1000080769;b2;S3;1;C;3;CURITIBA;PR;03/2025;3.676.814;0;3.676.814;0;3.676.814;15.728.735;0;0;0;0;0;0;0;786.483;0;16.515.218;17.022.240;22,26%;22,26%;22,26%;412.880;120.503;21,60%;14,66%
STELLANTIS - PRUDENCIAL;1000087298;b2;S4;1;C;3;SAO PAULO;SP;03/2025;2.910.260;0;2.910.260;0;2.910.260;15.090.740;0;0;0;0;19.344;0;19.344;837.736;0;15.947.820;24.190.560;18,25%;18,25%;18,25%;398.695;149.108;12,03%;0,11%
UBS (BRASIL) - PRUDENCIAL;1000080219;b1;S3;1;C;3;SAO PAULO;SP;03/2025;6.466.364;0;6.466.364;0;6.466.364;4.958.239;80.240;0;2.366.067;595.175;1.415.929;538.097;4.995.508;5.983.919;0;15.937.667;32.387.401;40,57%;40,57%;40,57%;398.442;2.519;19,97%;0,72%
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;1;C;3;SAO PAULO;SP;03/2025;4.404.273;0;4.404.273;0;4.404.273;3.930.199;109.467;6;4.988.967;750.586;1.793.814;945.554;8.588.395;3.403.088;0;15.921.682;28.740.371;27,66%;27,66%;27,66%;398.042;346.494;15,32%;0,49%
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;1;C;2;BELO HORIZONTE;MG;03/2025;1.959.939;185.256;2.145.194;405.017;2.550.211;13.574.965;3.848;134;4.448;2.872;0;0;11.303;1.941.588;0;15.527.856;29.513.991;12,62%;13,82%;16,42%;388.196;217.315;7,27%;28,22%
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;1;I;3;SAO PAULO;SP;03/2025;2.733.256;0;2.733.256;0;2.733.256;8.159.091;906.397;40;4.050.780;0;565.003;58.927;5.581.147;1.435.228;0;15.175.466;17.605.911;18,01%;18,01%;18,01%;379.387;108.207;15,52%;0,95%
BOCOM - PRUDENCIAL;1000084624;b1;S3;1;C;3;SALVADOR;BA;03/2025;1.436.078;204.416;1.640.494;696.459;2.336.953;12.796.305;636.344;3.109;43.916;0;162.358;0;845.727;1.202.171;0;14.844.202;28.972.749;9,67%;11,05%;15,74%;371.105;76.614;5,66%;0,52%
SCANIA - PRUDENCIAL;1000080776;b2;S3;1;C;3;SAO BERNARDO DO CAMPO;SP;03/2025;1.709.590;0;1.709.590;0;1.709.590;13.628.667;0;0;0;0;0;0;0;723.493;0;14.352.160;16.088.150;11,91%;11,91%;11,91%;358.804;1.236;10,63%;0,44%
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;1;I;1;BELEM;PA;03/2025;1.977.434;0;1.977.434;0;1.977.434;11.804.384;18.365;0;8.480;0;0;0;26.845;2.503.729;0;14.334.957;18.001.258;13,79%;13,79%;13,79%;358.374;282.756;10,98%;6,32%
BANESTES - PRUDENCIAL;1000080147;b1;S3;1;C;1;VITORIA;ES;03/2025;1.942.064;0;1.942.064;0;1.942.064;12.246.940;1.084;0;0;0;0;0;1.084;2.067.647;518;14.316.190;28.402.051;13,57%;13,57%;13,57%;357.905;77.043;6,84%;24,38%
PINE - PRUDENCIAL;1000080374;b1;S3;1;C;2;SAO PAULO;SP;03/2025;1.214.626;105.494;1.320.120;469.027;1.789.147;10.388.596;102.330;6;158.520;409;49.103;681.903;992.272;1.478.694;0;12.859.562;27.974.786;9,45%;10,27%;13,91%;321.489;75.209;4,72%;16,49%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;1;I;3;PORTO ALEGRE;RS;03/2025;1.400.808;0;1.400.808;461.240;1.862.047;12.056.280;11.991;0;0;0;9.797;0;21.788;781.230;0;12.859.298;14.991.429;10,89%;10,89%;14,48%;321.482;11.410;9,34%;3,09%
HONDA - PRUDENCIAL;1000080611;b2;S4;1;C;3;SAO PAULO;SP;03/2025;3.293.289;0;3.293.289;0;3.293.289;10.112.003;0;0;0;0;802.799;0;802.799;1.826.000;0;12.740.802;15.583.840;25,85%;25,85%;25,85%;637.040;224.279;21,13%;0,28%
PICPAY - PRUDENCIAL;1000088022;b1;S3;3;C;2;SAO PAULO;SP;03/2025;1.390.052;0;1.390.052;0;1.390.052;9.172.865;4.198;0;0;0;16.793;0;20.990;1.663.524;1.646.062;12.503.442;0;11,12%;11,12%;11,12%;312.586;45.900;NI%;NA%
GM - PRUDENCIAL;1000080848;b2;S3;1;C;3;SAO PAULO;SP;03/2025;2.625.429;0;2.625.429;0;2.625.429;11.383.653;0;0;0;0;0;0;0;898.658;0;12.282.311;16.066.430;21,38%;21,38%;21,38%;307.058;316.241;16,34%;2,95%
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;1;C;3;SAO PAULO;SP;03/2025;2.721.987;0;2.721.987;0;2.721.987;10.373.647;44.799;0;21.611;0;579.274;0;645.684;994.354;0;12.013.685;21.275.168;22,66%;22,66%;22,66%;300.342;61.290;12,79%;0,45%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;;I;2;BEBEDOURO;SP;03/2025;3.128.108;0;3.128.108;0;3.128.108;10.429.587;0;0;0;0;0;0;0;1.020.276;0;11.449.863;16.628.610;27,32%;27,32%;27,32%;286.247;95.955;18,81%;3,18%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;1;C;2;SAO PAULO;SP;03/2025;6.611.635;0;6.611.635;0;6.611.635;6.482.884;3.536;0;1.588;0;0;0;5.124;4.443.148;0;10.931.156;8.663.978;60,48%;60,48%;60,48%;546.558;15.121;76,31%;0,49%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;;I;2;BLUMENAU;SC;03/2025;3.175.572;0;3.175.572;0;3.175.572;9.564.115;0;0;0;0;0;0;0;1.112.889;0;10.677.004;15.995.126;29,74%;29,74%;29,74%;266.925;155.917;19,85%;1,31%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;;I;2;LUCAS DO RIO VERDE;MT;03/2025;1.729.547;0;1.729.547;30.449;1.759.995;9.943.998;176.056;0;0;0;2.819;0;178.875;381.692;0;10.504.565;13.917.610;16,46%;16,46%;16,75%;262.614;83.238;12,43%;6,41%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;;I;2;SERTAOZINHO;SP;03/2025;1.689.307;0;1.689.307;0;1.689.307;9.502.402;0;0;0;0;0;0;0;696.128;0;10.198.530;13.443.861;16,56%;16,56%;16,56%;254.963;52.073;12,57%;6,07%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;1;C;3;SAO PAULO;SP;03/2025;1.483.202;0;1.483.202;0;1.483.202;8.704.593;0;0;0;0;29.261;0;29.261;707.225;0;9.441.079;13.981.355;15,71%;15,71%;15,71%;236.027;29.643;10,61%;3,24%
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;1;I;3;PONTA GROSSA;PR;03/2025;1.872.245;0;1.872.245;0;1.872.245;8.490.354;0;0;0;0;7.357;0;7.357;276.245;0;8.773.956;9.224.698;21,34%;21,34%;21,34%;219.349;62.867;20,30%;0,02%
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;1;I;3;SAO PAULO;SP;03/2025;1.241.107;579.563;1.820.669;0;1.820.669;5.574.096;163.107;0;1.577.791;0;270.499;0;2.011.396;1.077.041;0;8.662.533;18.672.068;14,33%;21,02%;21,02%;216.563;11.933;9,75%;0,49%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S3;;I;2;MARINGA;PR;03/2025;1.292.317;0;1.292.317;99.775;1.392.093;7.994.651;2.119;0;0;0;0;0;2.119;520.035;0;8.516.805;13.860.638;15,17%;15,17%;16,35%;212.920;31.259;9,32%;25,15%
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;1;I;1;BELO HORIZONTE;MG;03/2025;2.011.345;0;2.011.345;0;2.011.345;7.647.834;61.463;0;0;0;107.813;0;169.275;666.017;0;8.483.126;13.736.890;23,71%;23,71%;23,71%;212.078;99.800;14,64%;0,82%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;1;C;2;SAO PAULO;SP;03/2025;780.855;0;780.855;198.032;978.887;7.659.249;24.583;6.438;34.192;0;159.675;0;224.888;572.237;0;8.456.374;21.641.118;9,23%;9,23%;11,58%;211.409;19.977;3,61%;2,72%
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;;I;2;LINHARES;ES;03/2025;NA;NA;NA;NA;2.090.706;7.909.515;NA;NA;NA;NA;NA;NA;0;277.238;0;8.186.753;NA;NA%;NA%;25,54%;NA;NA;NA%;3,51%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;;I;2;PALOTINA;PR;03/2025;1.212.877;0;1.212.877;126.373;1.339.250;7.762.066;0;60.107;0;0;0;0;60.107;284.723;0;8.106.895;13.006.692;14,96%;14,96%;16,52%;202.672;13.333;9,33%;7,49%
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;1;I;3;SAO PAULO;SP;03/2025;1.298.221;0;1.298.221;0;1.298.221;7.911.037;164;0;0;0;0;0;164;174.317;0;8.085.518;10.743.108;16,06%;16,06%;16,06%;202.138;197.066;12,08%;0,04%
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;1;C;3;SAO PAULO;SP;03/2025;2.213.746;0;2.213.746;0;2.213.746;5.996.668;176.942;1.209;396.897;0;305.118;0;880.166;1.130.290;0;8.007.124;13.188.955;27,65%;27,65%;27,65%;200.178;78.134;16,78%;0,15%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;;I;2;MEDIANEIRA;PR;03/2025;1.254.844;0;1.254.844;144.961;1.399.806;7.214.105;0;0;0;0;0;0;0;420.660;0;7.634.765;12.092.642;16,44%;16,44%;18,33%;190.869;33.974;10,38%;23,15%
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S4;;I;2;CHAPECO;SC;03/2025;1.199.010;0;1.199.010;0;1.199.010;6.395.648;0;0;0;0;0;0;0;647.706;0;7.043.355;10.695.148;17,02%;17,02%;17,02%;176.084;29.026;11,21%;7,14%
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;;I;2;CARLOS BARBOSA;RS;03/2025;1.078.191;0;1.078.191;72.108;1.150.299;6.541.003;0;0;0;0;0;0;0;325.419;0;6.866.421;11.952.752;15,70%;15,70%;16,75%;171.661;55.143;9,02%;8,39%
