Instituição;Código;TCB;SR;TCip;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;;;;Exposição Total (k);Índice de Capital Principal (l) = (a) / (j);Índice de Capital Nível I (m) = (c) / (j);Índice de Basileia (n) = (e) / (j);Adicional de Capital Principal;Razão de Alavancagem (o) = (c) / (k);Índice de Imobilização (p);
;;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;;;RWA para Risco Operacional (h);RWAsp (i);Ativos Ponderados pelo Risco (RWA) (j) = (f) + (g) + (h) + (i);;;;;;;;
;;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWAcva (g5);RWAdrc (g6);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6);;;;;;;;;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;;I;2;CORONEL VIVIDA;PR;09/2024;NA;NA;NA;NA;150.214;1.000.961;NA;NA;NA;NA;NA;NA;0;38.813;0;1.039.774;NA;NA%;NA%;14,45%;NA;NA%;7,71%
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;;I;2;PATROCINIO;MG;09/2024;NA;NA;NA;NA;206.289;995.060;NA;NA;NA;NA;NA;NA;0;42.240;0;1.037.300;NA;NA%;NA%;19,89%;NA;NA%;17,74%
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;;I;2;UNAI;MG;09/2024;NA;NA;NA;NA;141.686;997.728;NA;NA;NA;NA;NA;NA;0;36.955;0;1.034.683;NA;NA%;NA%;13,69%;NA;NA%;5,59%
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n1;S5;3;C;2;TERESINA;PI;09/2024;NA;NA;NA;NA;306.178;933.266;NA;NA;NA;NA;NA;NA;0;93.327;0;1.026.593;NA;NA%;NA%;29,82%;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;;I;2;PAPANDUVA;SC;09/2024;NA;NA;NA;NA;148.578;992.657;NA;NA;NA;NA;NA;NA;0;30.990;0;1.023.647;NA;NA%;NA%;14,51%;NA;NA%;8,55%
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;;I;2;SAO PAULO;SP;09/2024;116.073;281.657;397.730;0;397.730;500.206;410.226;0;0;0;0;0;410.226;111.363;0;1.021.795;2.594.432;11,36%;38,92%;38,92%;25.545;15,33%;0,17%
COOPERATIVA CENTRAL DE CRÉDITO UNICRED CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO;543968;b3C;S4;;I;2;FLORIANOPOLIS;SC;09/2024;289.154;0;289.154;0;289.154;207.476;0;0;28.919;0;0;751.731;780.650;30.404;0;1.018.530;5.289.105;28,39%;28,39%;28,39%;50.927;5,47%;0,87%
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4529074;b3S;S5;;I;2;CASCAVEL;PR;09/2024;NA;NA;NA;NA;137.738;955.847;NA;NA;NA;NA;NA;NA;0;61.728;0;1.017.576;NA;NA%;NA%;13,54%;NA;NA%;14,69%
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;;I;2;ALFREDO CHAVES;ES;09/2024;NA;NA;NA;NA;218.726;962.814;NA;NA;NA;NA;NA;NA;0;52.900;0;1.015.713;NA;NA%;NA%;21,53%;NA;NA%;9,79%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;;I;2;SANTO ANGELO;RS;09/2024;NA;NA;NA;NA;153.189;985.369;NA;NA;NA;NA;NA;NA;0;20.913;0;1.006.282;NA;NA%;NA%;15,22%;NA;NA%;9,46%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;;I;2;LAPA;PR;09/2024;195.247;0;195.247;0;195.247;878.441;0;0;0;0;0;0;0;127.376;0;1.005.816;1.854.216;19,41%;19,41%;19,41%;25.145;10,53%;8,74%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;;I;2;PATOS DE MINAS;MG;09/2024;NA;NA;NA;NA;269.200;956.088;NA;NA;NA;NA;NA;NA;0;45.055;0;1.001.143;NA;NA%;NA%;26,89%;NA;NA%;18,79%
EDENRED SOLUCOES E IP AHA - PRUDENCIAL;1000084916;n4;;2;C;2;BARUERI;SP;09/2024;NA;NA;NA;NA;-14.916;844.084;1.047;NA;NA;NA;NA;NA;1.047;0;143.328;988.459;NA;NA%;NA%;-1,51%;NA;NA%;NA%
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;;I;2;RIO DO SUL;SC;09/2024;NA;NA;NA;NA;180.316;939.866;NA;NA;NA;NA;NA;NA;0;43.721;0;983.587;NA;NA%;NA%;18,33%;NA;NA%;9,84%
SHPP BRASIL IP - PRUDENCIAL;1000086275;n1;S4;3;C;2;SAO PAULO;SP;09/2024;171.846;0;171.846;0;171.846;246.006;0;0;0;0;0;0;0;24.601;707.887;978.493;NA;17,56%;17,56%;17,56%;36.693;NA%;NA%
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;S4;;I;1;VITORIA;ES;09/2024;399.287;0;399.287;0;399.287;664.709;0;0;0;0;0;0;0;310.668;0;975.376;1.138.456;40,94%;40,94%;40,94%;24.384;35,07%;0,93%
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;;I;2;MANHUACU;MG;09/2024;NA;NA;NA;NA;250.314;909.214;NA;NA;NA;NA;NA;NA;0;58.262;0;967.476;NA;NA%;NA%;25,87%;NA;NA%;10,33%
KREDILIG S.A. - CFI - PRUDENCIAL;1000083498;n1;S5;1;I;2;BIGUACU;SC;09/2024;NA;NA;NA;NA;206.683;911.001;NA;NA;NA;NA;NA;NA;0;54.876;0;965.877;NA;NA%;NA%;21,40%;NA;NA%;0,15%
COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO;71884498;b3S;S5;;I;2;CAMPINAS;SP;09/2024;NA;NA;NA;NA;224.230;884.769;NA;NA;NA;NA;NA;NA;0;46.422;0;931.191;NA;NA%;NA%;24,08%;NA;NA%;5,06%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;;I;2;CLAUDIO;MG;09/2024;NA;NA;NA;NA;192.334;878.869;NA;NA;NA;NA;NA;NA;0;51.051;0;929.920;NA;NA%;NA%;20,68%;NA;NA%;11,51%
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;;I;2;BAGE;RS;09/2024;270.183;0;270.183;0;270.183;883.458;0;0;0;0;0;0;0;42.361;0;925.819;1.643.747;29,18%;29,18%;29,18%;23.145;16,44%;8,09%
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;S4;;I;1;SALVADOR;BA;09/2024;479.282;0;479.282;0;479.282;537.351;0;0;0;0;0;0;0;384.479;0;921.830;NA;51,99%;51,99%;51,99%;23.046;NA%;6,99%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES;1060307;b3S;S5;;I;2;RAUL SOARES;MG;09/2024;NA;NA;NA;NA;127.742;872.065;NA;NA;NA;NA;NA;NA;0;43.066;0;915.130;NA;NA%;NA%;13,96%;NA;NA%;25,37%
DOCK IP - PRUDENCIAL;1000084789;n4;;2;C;2;BARUERI;SP;09/2024;NA;NA;NA;NA;135.089;280.906;54.201;NA;NA;NA;NA;NA;54.201;0;573.848;908.955;NA;NA%;NA%;14,86%;NA;NA%;NA%
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;1;I;2;BELO HORIZONTE;MG;09/2024;106.047;0;106.047;2.353;108.400;781.206;557;0;96;0;0;0;653;117.010;0;898.868;1.138.884;11,80%;11,80%;12,06%;22.472;9,31%;1,25%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;;I;2;SAO JOSE DO CERRITO;SC;09/2024;NA;NA;NA;NA;200.852;850.470;NA;NA;NA;NA;NA;NA;0;36.138;0;886.608;NA;NA%;NA%;22,65%;NA;NA%;3,24%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS;2910987;b3S;S5;;I;2;ERECHIM;RS;09/2024;NA;NA;NA;NA;168.561;851.097;NA;NA;NA;NA;NA;NA;0;31.464;0;882.561;NA;NA%;NA%;19,10%;NA;NA%;8,98%
BNY MELLON - PRUDENCIAL;1000080910;b1;S4;;C;2;RIO DE JANEIRO;RJ;09/2024;600.764;0;600.764;0;600.764;124.289;12.324;0;0;0;0;0;12.324;743.478;0;880.092;1.578.382;68,26%;68,26%;68,26%;22.002;38,06%;5,93%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;;I;2;MARILIA;SP;09/2024;162.528;0;162.528;0;162.528;844.067;0;0;0;0;0;0;0;27.819;0;871.885;1.715.237;18,64%;18,64%;18,64%;21.797;9,48%;29,01%
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;;I;2;FRANCISCO BELTRAO;PR;09/2024;NA;NA;NA;NA;131.335;818.525;NA;NA;NA;NA;NA;NA;0;45.744;0;864.269;NA;NA%;NA%;15,20%;NA;NA%;11,88%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;;I;2;RIO DE JANEIRO;RJ;09/2024;350.460;0;350.460;0;350.460;622.352;0;0;0;0;0;0;0;229.808;0;852.159;766.541;41,13%;41,13%;41,13%;42.608;45,72%;0,00%
BCO ABN AMRO CLEARING - PRUDENCIAL;1000081579;b1;S4;;C;2;SAO PAULO;SP;09/2024;624.678;0;624.678;0;624.678;444.852;229;0;93.299;0;0;0;93.528;304.180;0;842.560;4.063.436;74,14%;74,14%;74,14%;42.128;15,37%;0,68%
HUB IP - PRUDENCIAL;1000085348;n4;;;I;2;BARUERI;SP;09/2024;NA;NA;NA;NA;168.466;491.953;0;NA;NA;NA;NA;NA;0;0;337.569;829.523;NA;NA%;NA%;20,31%;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;;I;2;ITAUNA;MG;09/2024;NA;NA;NA;NA;152.175;790.884;NA;NA;NA;NA;NA;NA;0;35.628;0;826.512;NA;NA%;NA%;18,41%;NA;NA%;3,56%
COBUCCIO SCFI - PRUDENCIAL;1000085173;n1;S4;1;C;2;MONTE BELO;MG;09/2024;136.200;0;136.200;0;136.200;428.116;0;0;0;0;0;0;0;391.722;0;819.838;NA;16,61%;16,61%;16,61%;40.992;NA%;15,16%
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;;I;2;ITAJAI;SC;09/2024;NA;NA;NA;NA;165.031;760.658;NA;NA;NA;NA;NA;NA;0;56.518;0;817.177;NA;NA%;NA%;20,20%;NA;NA%;4,13%
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;;I;2;MARINGA;PR;09/2024;107.548;0;107.548;0;107.548;698.339;0;0;25;0;0;13.999;14.025;102.913;0;815.278;5.929.772;13,19%;13,19%;13,19%;20.382;1,81%;41,23%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;;I;2;TOLEDO;PR;09/2024;NA;NA;NA;NA;147.072;777.353;NA;NA;NA;NA;NA;NA;0;34.273;0;811.626;NA;NA%;NA%;18,12%;NA;NA%;8,80%
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;;I;2;PORTO VELHO;RO;09/2024;169.661;0;169.661;0;169.661;751.394;0;0;0;0;0;0;0;57.837;0;809.231;3.946.889;20,97%;20,97%;20,97%;20.231;4,30%;0,98%
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;;I;2;FRANCA;SP;09/2024;229.971;0;229.971;0;229.971;694.578;0;0;0;0;0;0;0;114.527;0;809.105;1.262.955;28,42%;28,42%;28,42%;20.228;18,21%;3,20%
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;;I;2;PATO BRANCO;PR;09/2024;NA;NA;NA;NA;121.108;761.009;NA;NA;NA;NA;NA;NA;0;45.898;0;806.907;NA;NA%;NA%;15,01%;NA;NA%;15,18%
CREDIARE CFI - PRUDENCIAL;1000085427;n1;S4;1;C;2;FARROUPILHA;RS;09/2024;108.928;0;108.928;0;108.928;484.565;0;0;0;0;0;0;0;322.156;0;806.721;NA;13,50%;13,50%;13,50%;20.168;NA%;18,35%
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;;I;2;LAJINHA;MG;09/2024;NA;NA;NA;NA;149.899;770.330;NA;NA;NA;NA;NA;NA;0;36.380;0;806.710;NA;NA%;NA%;18,58%;NA;NA%;13,85%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO RIO GRANDE DO NORTE - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S4;;I;2;NATAL;RN;09/2024;201.850;0;201.850;0;201.850;779.788;0;0;0;0;0;0;0;21.545;0;801.333;1.703.305;25,19%;25,19%;25,19%;20.033;11,85%;8,53%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;;I;2;UMUARAMA;PR;09/2024;NA;NA;NA;NA;125.412;756.060;NA;NA;NA;NA;NA;NA;0;44.441;0;800.501;NA;NA%;NA%;15,67%;NA;NA%;15,54%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;;I;2;CUIABA;MT;09/2024;NA;NA;NA;NA;119.528;761.479;NA;NA;NA;NA;NA;NA;0;38.238;0;799.717;NA;NA%;NA%;14,95%;NA;NA%;16,02%
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;;I;2;ARIQUEMES;RO;09/2024;NA;NA;NA;NA;379.357;741.769;NA;NA;NA;NA;NA;NA;0;51.496;0;793.265;NA;NA%;NA%;47,82%;NA;NA%;8,13%
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;;I;2;CAPIVARI;SP;09/2024;NA;NA;NA;NA;128.401;751.946;NA;NA;NA;NA;NA;NA;0;36.116;0;788.062;NA;NA%;NA%;16,29%;NA;NA%;26,64%
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;S4;;C;2;SAO PAULO;SP;09/2024;420.328;0;420.328;0;420.328;666.263;9.370;0;0;0;0;0;9.370;112.247;0;787.880;3.170.360;53,35%;53,35%;53,35%;39.394;13,26%;0,43%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S4;;I;2;CURITIBA;PR;09/2024;300.919;0;300.919;0;300.919;783.353;0;0;0;0;0;0;0;0;0;783.353;5.282.091;38,41%;38,41%;38,41%;19.584;5,70%;1,37%
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;1;I;2;PORTO ALEGRE;RS;09/2024;276.827;0;276.827;0;276.827;208.234;29.777;0;0;0;0;0;29.777;532.448;0;770.460;2.315.886;35,93%;35,93%;35,93%;19.261;11,95%;3,20%
OURIBANK - PRUDENCIAL;1000081012;b1;S4;1;I;2;SAO PAULO;SP;09/2024;159.321;0;159.321;16.371;175.692;393.057;37.444;0;98.119;368;117.674;0;253.605;123.296;0;769.958;4.440.033;20,69%;20,69%;22,82%;19.249;3,59%;2,15%
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;;I;2;RIO VERDE;GO;09/2024;NA;NA;NA;NA;132.618;736.498;NA;NA;NA;NA;NA;NA;0;32.872;0;769.369;NA;NA%;NA%;17,24%;NA;NA%;15,38%
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;;I;2;BARUERI;SP;09/2024;218.317;0;218.317;0;218.317;688.952;2.827;0;0;0;46;0;2.873;74.050;0;765.875;NA;28,51%;28,51%;28,51%;19.147;NA%;1,33%
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;;I;2;JI-PARANA;RO;09/2024;NA;NA;NA;NA;182.127;717.998;NA;NA;NA;NA;NA;NA;0;47.624;0;765.621;NA;NA%;NA%;23,79%;NA;NA%;6,18%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66402207;b3S;S5;;I;2;SAO ROQUE DE MINAS;MG;09/2024;NA;NA;NA;NA;130.346;724.561;NA;NA;NA;NA;NA;NA;0;36.987;0;761.548;NA;NA%;NA%;17,12%;NA;NA%;23,73%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;;I;2;SANANDUVA;RS;09/2024;NA;NA;NA;NA;108.245;722.897;NA;NA;NA;NA;NA;NA;0;27.810;0;750.707;NA;NA%;NA%;14,42%;NA;NA%;14,87%
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;;I;2;SAO PAULO;SP;09/2024;94.868;0;94.868;0;94.868;683.963;7.978;0;0;0;0;0;7.978;58.204;0;750.146;731.555;12,65%;12,65%;12,65%;18.754;12,97%;0,12%
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;;I;2;JOINVILLE;SC;09/2024;NA;NA;NA;NA;125.105;699.870;NA;NA;NA;NA;NA;NA;0;46.657;0;746.528;NA;NA%;NA%;16,76%;NA;NA%;8,16%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;;I;2;ITAPIRANGA;SC;09/2024;NA;NA;NA;NA;98.554;719.860;NA;NA;NA;NA;NA;NA;0;21.441;0;741.302;NA;NA%;NA%;13,29%;NA;NA%;11,05%
WISE BRASIL CC - PRUDENCIAL;1000085647;n2;S4;1;C;2;SAO PAULO;SP;09/2024;140.202;0;140.202;0;140.202;329.273;4.534;0;0;0;0;100.986;105.519;184.507;119.959;739.258;NA;18,97%;18,97%;18,97%;18.481;NA%;1,37%
AME DIGITAL BRASIL IP - PRUDENCIAL;1000086488;n1;S5;3;C;2;SAO PAULO;SP;09/2024;NA;NA;NA;NA;-143.523;508.360;NA;NA;NA;NA;NA;NA;0;75.616;151.368;735.344;NA;NA%;NA%;-19,52%;NA;NA%;NA%
NATURA &CO PAY SCD;1000086598;n1;S5;1;I;2;SAO PAULO;SP;09/2024;NA;NA;NA;NA;279.631;719.293;NA;NA;NA;NA;NA;NA;0;4.404;0;723.698;NA;NA%;NA%;38,64%;NA;NA%;0,00%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;;I;2;QUIRINOPOLIS;GO;09/2024;NA;NA;NA;NA;182.106;688.107;NA;NA;NA;NA;NA;NA;0;35.337;0;723.444;NA;NA%;NA%;25,17%;NA;NA%;7,32%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;;I;2;SANTA MARIA;RS;09/2024;NA;NA;NA;NA;93.673;690.495;NA;NA;NA;NA;NA;NA;0;28.400;0;718.896;NA;NA%;NA%;13,03%;NA;NA%;24,27%
BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL;1000080893;b1;S4;1;C;2;CURITIBA;PR;09/2024;122.966;0;122.966;7.374;130.339;638.778;397;0;0;0;10.107;0;10.504;64.669;15;713.965;1.740.271;17,22%;17,22%;18,26%;17.849;7,07%;2,34%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;;I;2;CAMPINA GRANDE;PB;09/2024;NA;NA;NA;NA;208.993;668.827;NA;NA;NA;NA;NA;NA;0;42.538;0;711.365;NA;NA%;NA%;29,38%;NA;NA%;9,24%
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;;I;2;CAMPO GRANDE;MS;09/2024;NA;NA;NA;NA;151.051;676.004;NA;NA;NA;NA;NA;NA;0;35.074;0;711.078;NA;NA%;NA%;21,24%;NA;NA%;10,51%
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;;I;2;SAO TIAGO;MG;09/2024;NA;NA;NA;NA;169.495;668.672;NA;NA;NA;NA;NA;NA;0;41.976;0;710.648;NA;NA%;NA%;23,85%;NA;NA%;7,34%
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;;I;2;MONTES CLAROS;MG;09/2024;NA;NA;NA;NA;148.248;664.171;NA;NA;NA;NA;NA;NA;0;45.786;0;709.956;NA;NA%;NA%;20,88%;NA;NA%;21,81%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;b3S;S5;;I;2;CHAPECO;SC;09/2024;NA;NA;NA;NA;91.149;684.873;NA;NA;NA;NA;NA;NA;0;21.441;0;706.314;NA;NA%;NA%;12,90%;NA;NA%;13,20%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;;I;2;PASSOS MAIA;SC;09/2024;NA;NA;NA;NA;102.994;680.298;NA;NA;NA;NA;NA;NA;0;25.132;0;705.429;NA;NA%;NA%;14,60%;NA;NA%;8,43%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;b3S;S5;;I;2;JI-PARANA;RO;09/2024;NA;NA;NA;NA;104.962;669.814;NA;NA;NA;NA;NA;NA;0;26.002;0;695.816;NA;NA%;NA%;15,08%;NA;NA%;14,20%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;;I;2;FOZ DO IGUACU;PR;09/2024;NA;NA;NA;NA;106.852;659.516;NA;NA;NA;NA;NA;NA;0;35.924;0;695.440;NA;NA%;NA%;15,36%;NA;NA%;8,50%
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA - CRESOL CONFEDERAÇÃO;10398952;b3C;S4;;I;2;FLORIANOPOLIS;SC;09/2024;108.013;0;108.013;0;108.013;413.833;297;243;17.412;0;0;200.427;218.379;61.502;0;693.713;4.764.883;15,57%;15,57%;15,57%;17.343;2,27%;5,56%
BANCO XCMG BRASIL - PRUDENCIAL;1000085300;b2;S4;;I;2;POUSO ALEGRE;MG;09/2024;256.311;0;256.311;0;256.311;639.840;1.472;0;3.231;0;0;0;4.704;44.134;0;688.678;739.151;37,22%;37,22%;37,22%;17.217;34,68%;0,10%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;;I;2;CHOPINZINHO;PR;09/2024;NA;NA;NA;NA;141.484;660.791;NA;NA;NA;NA;NA;NA;0;26.846;0;687.637;NA;NA%;NA%;20,58%;NA;NA%;10,89%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;;I;2;FRUTAL;MG;09/2024;NA;NA;NA;NA;121.566;660.869;NA;NA;NA;NA;NA;NA;0;24.788;0;685.657;NA;NA%;NA%;17,73%;NA;NA%;7,77%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;;I;2;MURIAE;MG;09/2024;NA;NA;NA;NA;104.590;651.427;NA;NA;NA;NA;NA;NA;0;28.855;0;680.282;NA;NA%;NA%;15,37%;NA;NA%;12,80%
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;;C;1;RIO DE JANEIRO;RJ;09/2024;438.149;0;438.149;0;438.149;435.399;0;0;0;0;0;0;0;242.803;0;678.202;NA;64,60%;64,60%;64,60%;33.910;NA%;0,76%
COOPERATIVA CENTRAL DE CRÉDITO UNICRED GERAÇÃO LTDA. - UNICRED CENTRAL GERAÇÃO;1634601;b3C;S4;;I;2;PORTO ALEGRE;RS;09/2024;177.405;0;177.405;0;177.405;154.314;0;0;42.527;0;0;457.920;500.447;21.587;0;676.348;2.896.705;26,23%;26,23%;26,23%;33.817;6,12%;3,77%
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP -;1000087834;n4;;;I;2;SAO PAULO;SP;09/2024;NA;NA;NA;NA;45.066;611.788;0;NA;NA;NA;NA;NA;0;0;60.054;671.842;NA;NA%;NA%;6,71%;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;;I;2;NOVA TRENTO;SC;09/2024;NA;NA;NA;NA;167.867;633.937;NA;NA;NA;NA;NA;NA;0;37.392;0;671.329;NA;NA%;NA%;25,01%;NA;NA%;10,85%
