Instituição;Código;TCB;SR;TCip;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;;;;Exposição Total (k);Índice de Capital Principal (l) = (a) / (j);Índice de Capital Nível I (m) = (c) / (j);Índice de Basileia (n) = (e) / (j);Adicional de Capital Principal;IRRBB;Razão de Alavancagem (o) = (c) / (k);Índice de Imobilização (p);
;;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;;;RWA para Risco Operacional (h);RWAsp (i);Ativos Ponderados pelo Risco (RWA) (j) = (f) + (g) + (h) + (i);;;;;;;;;
;;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWAcva (g5);RWAdrc (g6);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6);;;;;;;;;;;;
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;1;I;1;BELEM;PA;09/2025;2.017.772;0;2.017.772;205.619;2.223.391;12.071.864;2.752;0;9.054;0;2;0;11.808;1.800.110;0;13.883.782;19.514.192;14,53%;14,53%;16,01%;347.095;294.103;10,34%;5,61%
HONDA - PRUDENCIAL;1000080611;b2;S4;1;C;3;SAO PAULO;SP;09/2025;3.699.787;0;3.699.787;0;3.699.787;10.941.245;327.532;0;0;0;638.828;0;966.359;1.605.961;0;13.513.566;17.842.791;27,38%;27,38%;27,38%;675.678;122.652;20,74%;0,23%
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;1;C;2;SAO PAULO;SP;09/2025;6.752.964;0;6.752.964;0;6.752.964;8.108.260;7.310;605;142.081;538;0;403;150.938;4.922.921;999;13.183.119;9.205.127;51,22%;51,22%;51,22%;659.156;40.020;73,36%;0,79%
GM - PRUDENCIAL;1000080848;b2;S3;1;C;3;SAO PAULO;SP;09/2025;2.589.819;0;2.589.819;0;2.589.819;11.675.772;0;0;0;0;0;0;0;922.494;0;12.598.266;16.069.235;20,56%;20,56%;20,56%;314.957;252.689;16,12%;0,00%
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;1;I;3;PORTO ALEGRE;RS;09/2025;1.217.854;0;1.217.854;442.028;1.659.882;11.412.842;7.107;0;0;0;6.358;0;13.465;754.123;0;12.180.430;14.167.864;10,00%;10,00%;13,63%;304.511;9.236;8,60%;3,60%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;1;I;2;BEBEDOURO;SP;09/2025;3.364.701;0;3.364.701;0;3.364.701;10.660.938;0;0;0;0;0;0;0;1.086.539;0;11.747.477;18.294.031;28,64%;28,64%;28,64%;293.687;111.286;18,39%;3,47%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S3;1;I;2;LUCAS DO RIO VERDE;MT;09/2025;1.928.228;0;1.928.228;33.231;1.961.460;10.322.120;187.125;0;0;0;10.831;0;197.956;410.770;0;10.930.845;15.156.014;17,64%;17,64%;17,94%;273.271;102.606;12,72%;6,45%
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;1;I;2;BLUMENAU;SC;09/2025;3.356.987;0;3.356.987;0;3.356.987;9.129.150;0;0;0;0;0;0;0;1.196.703;0;10.325.853;16.932.992;32,51%;32,51%;32,51%;258.146;169.736;19,83%;1,33%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;1;I;2;SERTAOZINHO;SP;09/2025;1.738.283;0;1.738.283;0;1.738.283;9.498.948;0;0;0;0;0;0;0;746.602;0;10.245.550;14.227.391;16,97%;16,97%;16,97%;256.139;44.765;12,22%;5,60%
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;1;C;3;SAO PAULO;SP;09/2025;1.406.783;0;1.406.783;0;1.406.783;8.880.791;0;0;0;0;11.723;0;11.723;694.797;0;9.587.312;14.151.514;14,67%;14,67%;14,67%;239.683;16.869;9,94%;4,39%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S3;1;I;2;MARINGA;PR;09/2025;1.403.489;0;1.403.489;106.810;1.510.299;8.698.154;5.834;0;0;0;0;0;5.834;566.851;0;9.270.839;15.105.952;15,14%;15,14%;16,29%;231.771;36.764;9,29%;23,05%
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;1;C;2;SAO PAULO;SP;09/2025;844.588;0;844.588;189.976;1.034.564;8.397.559;46.920;7.759;25.230;0;36.527;0;116.436;728.059;0;9.242.054;21.607.805;9,14%;9,14%;11,19%;231.051;31.398;3,91%;9,94%
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;1;I;3;SAO PAULO;SP;09/2025;1.380.856;0;1.380.856;0;1.380.856;8.891.445;92;0;0;0;0;0;92;239.785;0;9.131.322;12.075.323;15,12%;15,12%;15,12%;228.283;52.917;11,44%;0,07%
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;1;I;2;LINHARES;ES;09/2025;NA;NA;NA;NA;2.331.232;8.728.546;NA;NA;NA;NA;NA;NA;0;327.083;0;9.055.629;NA;NA%;NA%;25,74%;NA;NA;NA%;3,10%
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;1;C;3;SAO PAULO;SP;09/2025;3.389.962;0;3.389.962;0;3.389.962;3.820.893;7.263;0;2.732.366;0;961.121;0;3.700.750;1.520.925;0;9.042.568;14.849.335;37,49%;37,49%;37,49%;226.064;86.972;22,83%;1,13%
