Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);Títulos e Valores Mobiliários (c);Instrumentos Derivativos (d);Operações de Crédito;;;;;Operações de Arrendamento Financeiro;;;;Outras Operações com Características de Concessão de Crédito;;;;;Valores a Receber de Transações de Pagamentos - Usuários Finais (Pós-pago);;;Outros Ativos Realizáveis (i);Ativo Permanente (j);Ativo Total (k) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h) + (i) + (j);
;;;;;;;;;;;;;Valor Contábil Bruto (e1);Perda Esperada (e2);Hedge de Valor Justo (e3);Ajuste a Valor Justo (e4);Operações de Crédito (e);Valor Contábil Bruto (f1);Perda Esperada (f2);Hedge de Valor Justo (f3);Operações de Arrendamento Financeiro (f);Valor Contábil Bruto (g1);Perda Esperada (g2);Hedge de Valor Justo (g3);Ajuste a Valor Justo (g4);Outras Operações com Características de Concessão de Crédito (g);Valor Contábil Bruto (h1);Perda Esperada (h2);Valores a Receber de Transações de Pagamentos - Usuários Finais (Pós-pago) (h);;;;
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;C;2;SAO PAULO;SP;09/2025;1.024.567;2.826.846;33.978.197;273.408;64.905.977;-3.792.244;-356.794;0;60.756.939;0;0;0;0;11.675.805;-40.964;-18.303;0;11.616.538;9.789.767;-156.613;9.633.154;12.833.049;1.127.089;134.069.786
CIELO IP - PRUDENCIAL;1000084710;n4;NA;C;2;BARUERI;SP;09/2025;8.566;463.727;1.419.579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.218.830;9.040.950;110.151.654
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2025;139.415;11.492.324;43.564.501;6.042.787;1.742.784;-5.422;0;0;1.737.362;0;0;0;0;391.165;-4.581;0;0;386.583;0;0;0;40.715.313;121.562;104.199.848
MERCADO PAGO IP - PRUDENCIAL;1000084820;n1;S3;C;3;OSASCO;SP;09/2025;432.746;0;14.095.875;19.783;14.765.180;-7.042.817;0;0;7.722.363;0;0;0;0;0;0;0;0;0;16.259.314;-1.176.046;15.083.268;58.727.423;700.976;96.782.433
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2025;365.905;8.322.257;20.450.121;196.014;34.876.859;-1.918.785;-115.438;0;32.842.636;3.540.838;-63.360;-7.242;3.470.237;16.171.856;-319.026;0;0;15.852.830;92.702;-963;91.739;7.445.976;1.754.448;90.792.165
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;09/2025;1.591.273;4.235.885;26.576.826;2.493;29.596.799;-2.175.553;-332.853;0;27.088.392;0;0;0;0;1.937.859;-9.986;0;0;1.927.873;11.272.386;-529.441;10.742.946;15.089.333;2.508.767;89.763.789
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;09/2025;205.659;3.956.865;12.464.333;763.946;56.081.760;-1.826.256;0;0;54.255.505;0;0;0;0;411.038;-730;0;0;410.309;2.606.840;-47.573;2.559.267;7.318.920;1.571.403;83.506.206
PAGSEGURO - PRUDENCIAL;1000084813;b1;S3;C;2;SAO PAULO;SP;09/2025;40.263;101;838.247;518;3.021.071;-58.496;-18.042;0;2.944.533;0;0;0;0;0;0;0;0;0;600.345;-29.447;570.898;62.947.421;5.707.180;73.049.160
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;C;1;FORTALEZA;CE;09/2025;136.572;1.349.760;43.765.384;60.491;19.054.465;-872.441;0;0;18.182.024;0;0;0;0;580.137;-106.289;0;0;473.848;39.991;-1.286;38.704;6.641.922;639.236;71.287.940
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2025;916.165;2.519.468;27.335.229;6.028.952;16.173.395;-347.171;0;0;15.826.224;0;0;0;0;5.201.562;-331.952;0;0;4.869.610;0;0;0;5.466.162;276.933;63.238.744
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;09/2025;44.683;961.573;20.362.942;0;38.315.705;-2.521.634;0;0;35.794.072;0;0;0;0;150.362;-8.454;0;0;141.907;0;0;0;2.831.743;261.309;60.398.229
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;09/2025;44.790;1.856.352;115.107;338.172;46.605.823;-2.646.339;0;0;43.959.484;53.114;-1.066;0;52.048;3.219.471;-3.296;0;0;3.216.175;0;0;0;7.388.087;48.419;57.018.635
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2025;133.059;8.772.901;5.428.626;2.386.435;27.623.518;-682.871;0;0;26.940.647;0;0;0;0;9.111.228;-61.884;0;-60.067;8.989.277;0;0;0;501.557;90.627;53.243.129
STONE IP - PRUDENCIAL;1000084686;n1;S3;C;3;SAO PAULO;SP;09/2025;782.869;1.499;12.146;142;2.108.174;-287.486;0;0;1.820.688;0;0;0;0;0;0;0;0;0;190.267;-11.489;178.778;47.356.124;1.694.250;51.846.497
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;09/2025;428.009;20.796;14.988.658;73.576;22.428.645;-1.748.013;-17.388;0;20.663.244;0;0;0;0;536.294;-1.130;0;0;535.164;687.197;-45.950;641.247;8.509.863;1.754.219;47.614.775
AGIBANK - PRUDENCIAL;1000083694;b1;S3;C;2;CAMPINAS;SP;09/2025;299.097;471.322;8.312.284;249.449;34.261.140;-2.085.643;-112.251;0;32.063.246;0;0;0;0;0;0;0;0;0;100.624;-7.808;92.816;2.426.492;1.765.128;45.679.835
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2025;251.816;9.191.346;18.006.326;8.069.418;2.295.437;-54.269;-2.114;0;2.239.055;0;0;0;0;4.198.891;-2.745;0;0;4.196.146;578;-217;361;2.708.554;102.631;44.765.653
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2025;482.082;1.565.713;9.631.104;6.642.356;541.332;-3.523;0;0;537.809;0;0;0;0;1.787.430;-5.697;0;0;1.781.733;0;0;0;18.699.253;137.108;39.477.159
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;09/2025;204.975;13.224.191;10.489.973;0;11.960.223;-525.178;0;0;11.435.046;0;0;0;0;10.184;-154;0;0;10.030;589.327;-4.180;585.147;2.331.215;944.341;39.224.919
PICPAY - PRUDENCIAL;1000088022;b1;S3;C;2;SAO PAULO;SP;09/2025;641;2.639.482;4.978.467;30.449;13.942.271;-2.446.055;-44.696;0;11.451.520;0;0;0;0;0;0;0;0;0;4.755.396;-160.760;4.594.637;12.562.103;1.406.559;37.663.858
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;09/2025;6.025;485.818;21.278.861;11.995.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.690.042;19.791;35.476.399
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;09/2025;16.198;812.900;10.124.074;366.055;11.280.665;-2.045.588;14.702;0;9.249.779;0;0;0;0;5.709.162;-45.995;0;0;5.663.167;0;0;0;8.323.601;225.136;34.780.910
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;09/2025;1.316.120;4.559.809;2.085.570;0;21.039.022;-997.283;14.561;0;20.056.300;0;0;0;0;312.089;-1.298;0;0;310.791;139.979;-1.231;138.748;2.318.026;1.602.341;32.387.706
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S3;I;2;BELO HORIZONTE;MG;09/2025;19.576;22.846.331;7.343.431;0;139.529;-612;0;0;138.917;0;0;0;0;0;0;0;0;0;0;0;0;477.882;895.039;31.721.175
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;09/2025;52.597;364.671;13.832.065;1.225.938;11.829.632;-530.741;-101.428;319.955;11.517.419;0;0;0;0;867.964;-47.131;0;0;820.833;33.919;-565;33.355;2.721.495;185.998;30.754.368
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2025;950;4.626.204;24.522.777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996.778;308.443;30.455.151
TERRA INVESTIMENTOS DTVM - PRUDENCIAL;1000084514;n2;S4;C;2;SAO PAULO;SP;09/2025;1.549;1.237.850;142.312;28.885.438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.718;8.981;30.330.849
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;09/2025;8.619;2.126.661;2.438.549;38;23.319.539;-552.374;0;0;22.767.165;0;0;0;0;163.701;-893;0;0;162.807;0;0;0;691.063;45.492;28.240.394
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;09/2025;6.284;3.966.155;8.210.661;556.210;10.902.987;-100.756;18.269;0;10.820.501;0;0;0;0;3.569.219;-26.774;229;-1.755;3.540.918;0;0;0;472.307;81.133;27.654.170
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;09/2025;124.365;1.802.174;19.369;329.743;21.936.729;-2.163.801;0;0;19.772.927;57.970;-3.079;0;54.891;3.720.367;-27.712;0;0;3.692.655;7.258;-183;7.074;1.414.150;17.037;27.234.386
CLOUDWALK IP - PRUDENCIAL;1000086581;n1;S4;C;2;SAO PAULO;SP;09/2025;99.584;1.039.639;3.149.220;0;374.956;-17.706;0;0;357.250;0;0;0;0;0;0;0;0;0;0;0;0;22.052.545;34.837;26.733.075
STELLANTIS - PRUDENCIAL;1000087298;b2;S3;C;3;SAO PAULO;SP;09/2025;5.193;2.123.784;1.314.282;79.064;22.015.647;-183.681;0;0;21.831.966;0;0;0;0;195.174;-110;0;0;195.064;13.473;-191;13.282;783.924;84.576;26.431.135
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;C;2;SAO PAULO;SP;09/2025;81.119;7.549;614.840;100.448;8.065.110;-2.784.773;0;0;5.280.337;0;0;0;0;0;0;0;0;0;13.644.903;-78.524;13.566.378;4.199.329;269.747;24.119.747
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;09/2025;332.630;118.153;12.763.995;5.119.372;0;0;0;0;0;0;0;0;0;73.598;-73.598;0;0;0;0;0;0;4.296.452;56.446;22.687.049
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S3;I;2;BELO HORIZONTE;MG;09/2025;9.796;15.742.781;5.253.323;0;1.011.397;-6.404;0;0;1.004.993;0;0;0;0;0;0;0;0;0;0;0;0;7.876;413.012;22.431.780
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;2;SAO PAULO;SP;09/2025;2.623;0;935.697;0;10.962.753;-6.013.687;0;0;4.949.066;0;0;0;0;0;0;0;0;0;13.401.300;-1.088.868;12.312.432;2.812.281;1.039.533;22.051.633
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;09/2025;7.020;16.808.706;4.099.642;0;214.677;-1.561;0;0;213.116;0;0;0;0;0;0;0;0;0;0;0;0;118.718;629.385;21.876.586
BANK OF CHINA (BRASIL) - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;09/2025;300.284;1.759.245;5.275.317;80.302;9.649.460;-117.345;-1.064;0;9.531.051;284.128;-1.398;0;282.730;3.283.125;-1.186;14.713;0;3.296.651;0;0;0;1.275.331;53.267;21.854.178
UBS (BRASIL) - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;09/2025;677.610;6.057.028;3.936.281;2.445.187;2.835.148;-847;0;-65.919;2.768.382;0;0;0;0;3.033.130;-2.218;0;-6.914;3.023.998;0;0;0;2.532.167;106.680;21.547.334
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;09/2025;307.767;212.844;9.783.744;260.235;2.773.369;-85.877;0;0;2.687.493;0;0;0;0;4.320.084;-23.485;0;0;4.296.600;0;0;0;3.045.778;128.617;20.723.077
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;09/2025;15.462;11.999;287.109;66.666;16.327.018;-701.152;0;0;15.625.866;15.175;-2.044;0;13.131;2.859.759;-46.321;0;0;2.813.438;0;0;0;1.159.211;32.806;20.025.688
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;09/2025;214.987;3.941.538;4.173.978;2.005.761;508.191;-383;0;0;507.808;0;0;0;0;8.736.526;-7.640;0;0;8.728.885;0;0;0;122.508;11.863;19.707.329
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;09/2025;260.634;682.745;1.666.527;152;15.430.661;-532.472;0;0;14.898.190;0;0;0;0;71.159;-1.061;0;0;70.098;140.891;0;140.891;1.527.185;329.092;19.575.513
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S3;I;2;RIBEIRAO PRETO;SP;09/2025;7.205;15.685.731;1.988.345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.275;370.107;18.080.663
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;I;2;BEBEDOURO;SP;09/2025;48.525;1.174.398;2.627.963;0;6.765.368;-418.568;0;0;6.346.799;0;0;0;0;2.642.916;-46.446;0;0;2.596.471;0;0;0;4.925.499;127.068;17.846.723
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;09/2025;1.541;964.798;3.610.017;228.927;10.928.433;-883.091;0;0;10.045.343;0;0;0;0;0;0;0;0;0;0;0;0;2.557.637;62.481;17.470.744
VOLVO - PRUDENCIAL;1000080769;b2;S3;C;3;CURITIBA;PR;09/2025;4.740;69.390;14.542;0;16.323.988;-507.607;0;0;15.816.382;4.844;-64;0;4.780;0;0;0;0;0;0;0;0;597.576;580.152;17.087.561
SCANIA - PRUDENCIAL;1000080776;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;09/2025;15.763;430.000;3.403;0;16.070.087;-731.654;0;0;15.338.432;44.612;-576;0;44.036;35.673;0;0;0;35.673;0;0;0;582.034;11.774;16.461.116
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;09/2025;39;400.886;59.384;0;13.007.814;-327.651;0;0;12.680.162;110.385;-12;0;110.372;0;0;0;0;0;0;0;0;2.683.649;103.072;16.037.565
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S3;I;2;FRANCISCO BELTRAO;PR;09/2025;2;161.221;4.019.548;42.092;78.107;-11;0;0;78.096;0;0;0;0;0;0;0;0;0;0;0;0;11.572.794;160.693;16.034.445
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;09/2025;44.114;468.996;13.789.432;1.018.736;59.253;-830;0;0;58.423;0;0;0;0;417.296;-20.664;0;0;396.632;0;0;0;140.009;20.477;15.936.821
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;09/2025;53.850;0;660.328;0;9.214.899;-884.360;0;0;8.330.538;0;0;0;0;138.587;-106.424;0;0;32.163;0;0;0;6.589.903;44.609;15.711.392
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;I;3;SAO PAULO;SP;09/2025;155.285;2.320.315;4.517.853;3.048.410;2.388.957;-695;0;0;2.388.262;0;0;0;0;1.791.084;-97.343;0;0;1.693.742;0;0;0;937.628;24.040;15.085.536
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;b3C;S3;I;2;SAO PAULO;SP;09/2025;34.820;180.195;8.940.084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.466.565;326.521;14.948.184
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;09/2025;6.213;516.864;5.318.957;29.931;6.671.972;-349.187;0;-3.641;6.319.145;0;0;0;0;1.320.968;-163.851;0;0;1.157.117;0;0;0;1.169.517;72.686;14.590.430
MIZUHO - PRUDENCIAL;1000080697;b1;S3;I;3;SAO PAULO;SP;09/2025;9.534;3.529.352;6.674.458;591.041;958.184;-1.052;-4.122;0;953.011;0;0;0;0;2.212.355;-1.773;0;0;2.210.582;0;0;0;541.122;4.139;14.513.239
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;I;3;SAO PAULO;SP;09/2025;147.185;2.806.717;4.058.217;1.362.373;1.478.652;-15.514;0;0;1.463.138;0;0;0;0;3.054.378;-24.299;0;0;3.030.079;2.414;1;2.414;1.319.798;104.409;14.294.329
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;09/2025;17.528;6.232.382;4.788.186;846.234;1.471.579;-1.434;0;0;1.470.145;0;0;0;0;428.689;-184;0;0;428.505;0;0;0;434.093;47.127;14.264.201
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;09/2025;82.435;3.545.295;3.011.246;0;4.819.536;-299.801;0;0;4.519.735;0;0;0;0;0;0;0;0;0;918.471;-129.907;788.564;1.826.530;178.197;13.952.001
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;I;3;PORTO ALEGRE;RS;09/2025;1.725;144.972;0;0;12.370.026;-1.207.869;0;0;11.162.157;655.792;-19.436;0;636.357;687.097;-834;0;0;686.263;0;0;0;1.037.515;150.509;13.819.497
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S3;I;2;SERTAOZINHO;SP;09/2025;21.732;127.567;327.872;0;5.162.216;-530.273;0;0;4.631.944;0;0;0;0;3.917.128;-128.467;0;0;3.788.661;0;0;0;4.773.356;109.737;13.780.867
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S3;I;2;MARINGA;PR;09/2025;43.653;318.003;3.672.476;81;6.060.014;-493.242;-76;0;5.566.697;0;0;0;0;2.149.129;-46.619;0;0;2.102.509;528.824;-21.707;507.117;1.117.200;363.299;13.691.036
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;C;3;SAO PAULO;SP;09/2025;7.512;5.161.944;4.271.321;2.061.193;1.094.582;0;0;0;1.094.582;0;0;0;0;196.023;-368;0;0;195.655;0;0;0;564.797;38.271;13.395.274
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;09/2025;6.215;9.310.567;3.417.611;0;115.800;-578;0;0;115.222;0;0;0;0;0;0;0;0;0;0;0;0;305.873;223.610;13.379.099
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S3;I;2;BLUMENAU;SC;09/2025;304.660;150.716;8.584.719;0;874.503;-139;0;0;874.364;0;0;0;0;0;0;0;0;0;0;0;0;2.718.336;426.325;13.059.120
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S3;I;2;LUCAS DO RIO VERDE;MT;09/2025;18.796;410.921;2.620.532;6.156;6.175.850;-450.181;0;0;5.725.668;0;0;0;0;2.066.052;-65.086;0;0;2.000.967;502.490;-22.245;480.245;1.014.070;134.256;12.411.610
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;09/2025;779;664.688;2.126.995;0;8.809.012;-169.394;0;0;8.639.617;0;0;0;0;0;0;0;0;0;0;0;0;436.972;486.014;12.355.067
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;I;3;SAO PAULO;SP;09/2025;1.615;28.000;427.678;0;11.858.982;-310.937;0;0;11.548.045;0;0;0;0;0;0;0;0;0;1;0;1;109.185;1.041;12.115.564
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;09/2025;24.373;434.378;3.148.533;0;7.009.220;-561.721;0;0;6.447.500;0;0;0;0;736.271;-17.528;0;0;718.743;460.450;-18.350;442.100;742.372;138.979;12.096.978
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;I;2;LINHARES;ES;09/2025;53.043;17.235;1.050.421;0;6.682.918;-408.884;0;0;6.274.034;0;0;0;0;1.224.045;-31.661;0;0;1.192.384;0;0;0;3.387.111;72.406;12.046.633
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;C;3;SAO PAULO;SP;09/2025;42.495;1.118.598;0;42.001;10.400.412;-160.476;0;0;10.239.936;150;-8;0;141;0;0;0;0;0;0;0;0;466.629;70.474;11.980.274
