Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2024;280.367;4.741.725;41.437.391;67.993.470;-5.021.596;62.971.874;383;32.018;1.964;-159;34.206;19.041.020;4.818.716;2.537.096;135.862.396;1.964;135.860.432
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2024;1.117.869;3.511.882;48.988.532;50.277.239;-2.604.367;47.672.872;72;29.627;22.080;-386;51.393;9.641.397;15.802.991;1.692.862;128.479.799;22.080;128.457.719
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2024;135.644;19.564.436;64.559.020;2.081.873;-3.450;2.078.422;0;0;0;0;0;19.303.259;12.735.112;85.452;118.461.344;0;118.461.344
CIELO IP - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;03/2024;33.741;38.932;1.144.561;1.174.607;-33.956;1.140.651;0;0;0;0;0;3.496.884;87.580.052;9.603.944;103.038.766;0;103.038.766
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;03/2024;248.415;8.291.770;17.089.536;5.519.147;-353.094;5.166.053;0;0;0;0;0;56.811.477;67.766;91.990;87.767.007;0;87.767.007
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;C;2;SAO PAULO;SP;03/2024;518.436;1.453.248;22.792.518;38.232.200;-1.873.606;36.358.595;0;0;0;0;0;12.559.450;2.268.226;674.333;76.624.805;0;76.624.805
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;03/2024;495.406;5.351.451;17.586.597;32.667.612;-1.555.086;31.112.526;74.204;3.691.806;835.036;-30.673;4.570.372;15.377.838;1.522.678;1.152.762;77.169.631;835.036;76.334.595
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;C;1;FORTALEZA;CE;03/2024;139.430;5.374.038;42.685.468;12.396.906;-538.592;11.858.315;0;0;0;0;0;5.307.689;1.083.629;402.746;66.851.314;0;66.851.314
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;03/2024;840.777;4.515.855;17.841.873;20.533.493;-1.752.990;18.780.503;0;0;0;0;0;13.333.417;4.870.070;1.416.268;61.598.763;0;61.598.763
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;03/2024;247.586;5.337.414;23.840.663;18.438.183;-438.740;17.999.443;0;0;0;0;0;11.817.792;751.874;256.647;60.251.418;0;60.251.418
PAGSEGURO - PRUDENCIAL;1000084813;b1;S4;C;2;SAO PAULO;SP;03/2024;73.493;2.526.096;3.664.841;1.666.989;-43.513;1.623.476;0;0;0;0;0;2.448.620;44.362.717;5.137.997;59.837.240;0;59.837.240
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;03/2024;115.324;4.005.401;10.131.415;27.008.696;-838.841;26.169.855;0;0;0;0;0;16.380.750;123.082;55.968;56.981.796;0;56.981.796
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;03/2024;199.082;1.876.304;7.191.378;34.273.542;-1.101.417;33.172.125;0;0;0;0;0;5.395.858;1.422.652;925.188;50.182.588;0;50.182.588
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;03/2024;54.838;2.316.403;17.226.438;26.885.958;-909.187;25.976.771;0;0;0;0;0;1.553.230;856.545;210.616;48.194.840;0;48.194.840
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;03/2024;448.607;310.330;11.298.081;24.056.492;-1.157.726;22.898.767;0;0;0;0;0;6.597.779;2.580.587;1.423.618;45.557.770;0;45.557.770
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;03/2024;984;1.381.650;181.538;36.446.099;-1.302.964;35.143.135;205;54.606;9.288;-222;63.877;6.061.012;1.179.219;44.415;44.055.830;9.288;44.046.543
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;03/2024;194.665;3.064.502;26.716.741;9.496.544;-333.756;9.162.789;0;0;0;0;0;1.146.138;1.817.214;589.420;42.691.470;0;42.691.470
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;03/2024;22.656;4.350.599;5.266.492;1.576.993;-2.722;1.574.271;0;0;0;0;0;31.410.165;18.652;37.462;42.680.297;0;42.680.297
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;03/2024;6.893;1.870.057;30.133.637;312.056;-9.362;302.694;0;0;0;0;0;9.783.654;2.590;25.794;42.125.319;0;42.125.319
BANCO MASTER - PRUDENCIAL;1000080367;b1;S3;C;2;RIO DE JANEIRO;RJ;03/2024;73.427;661.480;12.175.237;13.426.917;-812.007;12.614.910;0;0;0;0;0;13.308.053;2.491.259;482.378;41.806.744;0;41.806.744
STONE IP - PRUDENCIAL;1000084686;n1;S4;C;3;SAO PAULO;SP;03/2024;20.294;0;1.854.438;763;-35;728;0;0;0;0;0;1.180.618;36.521.984;1.902.215;41.480.276;0;41.480.276
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;03/2024;53.756;325.107;8.413.265;12.000.577;-2.128.060;9.872.517;0;0;0;0;0;13.749.264;5.606.407;1.034.817;39.055.132;0;39.055.132
MERCADO PAGO IP - PRUDENCIAL;1000084820;n1;S4;C;3;OSASCO;SP;03/2024;476.312;82.026;14.175.111;2.937.254;-1.523.544;1.413.711;0;0;0;0;0;7.955.409;14.153.489;501.410;38.757.468;0;38.757.468
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;03/2024;467.243;3.141.991;13.095.462;1.399.719;-3.934;1.395.785;0;0;0;0;0;5.927.255;14.419.742;86.179;38.533.658;0;38.533.658
TERRA INVESTIMENTOS DTVM - PRUDENCIAL;1000084514;n2;S4;C;2;SAO PAULO;SP;03/2024;10.012;1.651.721;32.311.659;0;0;0;0;0;0;0;0;22.249;22.732;12.093;34.030.466;0;34.030.466
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;03/2024;6.767;5.626.969;3.128.637;388.063;0;388.063;0;0;0;0;0;20.442.248;7.055;14.969;29.614.709;0;29.614.709
MIZUHO - PRUDENCIAL;1000080697;b1;S4;I;3;SAO PAULO;SP;03/2024;72.207;4.748.220;6.414.501;929.078;-474;928.604;0;0;0;0;0;16.177.935;2.938;21.762;28.366.166;0;28.366.166
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;03/2024;75.212;1.300.009;92.164;21.624.005;-1.340.951;20.283.054;769;125.854;40.791;-2.808;164.607;5.240.478;74.851;17.827;27.248.201;40.791;27.207.411
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;03/2024;392.741;2.441.355;10.764.139;12.175.454;-85.566;12.089.888;0;0;0;0;0;925.824;41.477;56.528;26.711.952;0;26.711.952
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;I;3;SAO PAULO;SP;03/2024;60.027;2.225.114;5.865.105;861.372;-5.371;856.001;0;0;0;0;0;15.088.929;1.026.187;78.020;25.199.383;0;25.199.383
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S4;C;3;SAO PAULO;SP;03/2024;14.183;2.883.257;1.800.479;272.669;-5.443;267.226;1.238;340.647;66.398;-5.017;403.265;19.873.421;2.610;6.554;25.250.995;66.398;25.184.598
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;03/2024;848.576;4.516.650;11.344.126;4.835.357;-28.870;4.806.488;0;0;0;0;0;3.298.982;7.638;28.000;24.850.460;0;24.850.460
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;03/2024;28.255;639.667;11.645.221;8.767.057;-179.480;8.587.577;0;0;0;0;0;2.536.549;762.619;248.187;24.448.074;0;24.448.074
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;03/2024;464;3.092.851;19.166.510;0;0;0;0;0;0;0;0;604.807;14;336.691;23.201.337;0;23.201.337
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;I;3;SAO PAULO;SP;03/2024;72.810;5.930.891;7.838.392;900.041;-30;900.011;0;0;0;0;0;7.841.063;41.111;25.515;22.649.792;0;22.649.792
AGIBANK - PRUDENCIAL;1000083694;b1;S3;C;2;CAMPINAS;SP;03/2024;319.901;252.550;2.476.063;17.542.673;-849.349;16.693.324;0;0;0;0;0;939.318;484.136;718.486;21.883.778;0;21.883.778
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;03/2024;41.410;805.783;1.904.212;18.603.772;-447.203;18.156.569;0;0;0;0;0;482.941;129.148;50.243;21.570.306;0;21.570.306
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;03/2024;2.983;1.223.710;13.501.540;1.443.749;0;1.443.749;0;0;0;0;0;4.652.857;715;81.529;20.907.083;0;20.907.083
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;03/2024;1.324.516;1.765.100;1.100.951;14.788.635;-458.872;14.329.763;0;0;0;0;0;1.181.995;536.127;585.775;20.824.227;0;20.824.227
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S3;I;2;BELO HORIZONTE;MG;03/2024;11.048;12.431.634;6.489.683;70.630;-353;70.277;0;0;0;0;0;47.292;209.566;733.394;19.992.894;0;19.992.894
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO BERNARDO DO CAMPO;SP;03/2024;10.030;84.911;253.764;17.564.757;-593.129;16.971.628;270;31.781;7.904;-1.431;38.524;2.519.334;89.426;17.884;19.985.501;7.904;19.977.597
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;2;SAO PAULO;SP;03/2024;4.979;0;936.829;7.285.658;-2.815.005;4.470.653;0;0;0;0;0;12.291.330;357.320;1.093.693;19.154.803;0;19.154.803
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S3;C;2;SAO PAULO;SP;03/2024;65.782;61.890;385.797;5.590.848;-1.395.421;4.195.427;0;0;0;0;0;12.202.870;1.015.524;198.967;18.126.257;0;18.126.257
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;03/2024;1.055;481.129;0;17.438.499;-571.848;16.866.651;0;0;0;0;0;322.678;346.314;32.275;18.050.102;0;18.050.102
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;03/2024;224.611;852.134;1.806.090;13.270.189;-362.456;12.907.733;0;0;0;0;0;899.463;704.843;213.896;17.608.770;0;17.608.770
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S3;I;2;FLORIANOPOLIS;SC;03/2024;4.306;11.200.953;4.618.134;111.499;-186;111.313;0;0;0;0;0;22.587;162.724;500.330;16.620.348;0;16.620.348
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S3;I;3;PORTO ALEGRE;RS;03/2024;40;114.329;945;14.419.111;-383.723;14.035.387;2.920;1.272.056;502.414;-24.243;1.753.148;900.672;57.576;46.828;16.908.924;502.414;16.406.510
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S3;C;3;SAO PAULO;SP;03/2024;18.353;10.022.497;5.149.165;0;0;0;0;0;0;0;0;1.137.985;1.057;12.460;16.341.516;0;16.341.516
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;03/2024;65.339;926.316;6.505.604;2.821.233;-72.004;2.749.229;0;0;0;0;0;3.911.344;1.885.846;42.535;16.086.213;0;16.086.213
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S3;I;2;BELO HORIZONTE;MG;03/2024;4.828;10.917.725;3.707.536;1.017.098;-5.077;1.012.021;0;0;0;0;0;6.637;655;320.587;15.969.989;0;15.969.989
SOFISA - PRUDENCIAL;1000080271;b1;S3;C;2;SAO PAULO;SP;03/2024;35.107;130.439;6.724.237;6.686.688;-238.935;6.447.753;0;0;0;0;0;2.137.950;207.086;122.738;15.805.309;0;15.805.309
VOLVO - PRUDENCIAL;1000080769;b2;S3;C;3;CURITIBA;PR;03/2024;16.423;92.158;4.889;15.033.583;-240.504;14.793.079;29;13.266;80;-52;13.322;216.652;139.532;514.389;15.790.444;80;15.790.364
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;03/2024;28.631;345.201;4.126.601;7.262.546;-139.788;7.122.759;919;179.626;37.603;-1.828;216.320;3.031.328;85.373;9.004;14.965.218;37.603;14.927.615
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S3;I;2;BEBEDOURO;SP;03/2024;31.016;1.494.829;3.544.671;5.973.866;-274.662;5.699.203;0;0;0;0;0;82.446;3.930.428;106.813;14.889.407;0;14.889.407
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;03/2024;18.328;29.008;3.666;13.149.996;-224.109;12.925.887;202;78.848;47.396;-198;126.248;702.327;455;11.838;13.817.758;47.396;13.770.362
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S3;I;2;RIBEIRAO PRETO;SP;03/2024;3.604;8.042.234;5.305.485;322;0;322;0;0;0;0;0;3.994;3.556;274.423;13.633.619;0;13.633.619
STELLANTIS - PRUDENCIAL;1000087298;b2;S4;C;3;SAO PAULO;SP;03/2024;24.138;623.076;822.103;10.998.587;-128.239;10.870.348;0;0;0;0;0;661.736;20.303;51.518;13.073.222;0;13.073.222
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S3;I;2;BLUMENAU;SC;03/2024;44.276;0;495.829;8.313.434;-826.711;7.486.722;0;0;0;0;0;133.161;4.808.593;43.181;13.011.761;0;13.011.761
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;03/2024;23;257.085;38.515;10.579.266;-238.403;10.340.863;1.035;63.180;686;-326;64.575;1.943.369;275.694;66.685;12.986.809;686;12.986.123
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;03/2024;14.006;476.098;3.619.111;4.960.060;-339.390;4.620.670;0;0;0;0;0;73.729;3.268.644;110.983;12.183.241;0;12.183.241
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;C;3;SAO PAULO;SP;03/2024;31.939;1.315.369;32.167;10.201.754;-252.643;9.949.112;-124;4.750;2.666;-19;7.273;596.318;114.854;35.613;12.082.644;2.666;12.079.978
BS2 - PRUDENCIAL;1000080422;b1;S3;C;2;BELO HORIZONTE;MG;03/2024;72.493;208.887;2.552.476;1.174.558;-43.540;1.131.018;0;0;0;0;0;1.666.120;5.694.116;328.653;11.653.764;0;11.653.764
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;03/2024;9;42.373;2.448.149;31.674;-159;31.515;0;0;0;0;0;4.251;8.885.771;94.718;11.506.787;0;11.506.787
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;03/2024;1.681;908.971;2.410.758;6.896.473;-562.327;6.334.146;0;0;0;0;0;705.607;964.126;52.587;11.377.876;0;11.377.876
WILL IP - PRUDENCIAL;1000084600;n1;S4;C;2;SAO PAULO;SP;03/2024;12.513;100.011;1.297.603;3.002.221;-482.806;2.519.415;0;0;0;0;0;6.561.631;375.464;277.324;11.143.962;0;11.143.962
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS;79342069;b3S;S4;I;2;MARINGA;PR;03/2024;40.469;103.586;4.192.843;5.422.295;-284.381;5.137.913;0;0;0;0;0;507.235;698.521;361.901;11.042.469;0;11.042.469
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;03/2024;12.272;394.923;3.793.472;5.702.644;-276.715;5.425.929;0;0;0;0;0;415.065;876.488;112.573;11.030.722;0;11.030.722
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;03/2024;79.795;144.413;9.536.431;189.148;-1.056;188.092;0;0;0;0;0;988.570;3.597;27.456;10.968.354;0;10.968.354
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;03/2024;1;1.758.573;1.542.629;4.825.193;-43.455;4.781.738;0;0;0;0;0;78.831;2.305.060;25.409;10.492.241;0;10.492.241
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;03/2024;80.414;2.544.299;1.658.045;3.831.066;-152.524;3.678.542;0;0;0;0;0;1.454.446;908.180;150.218;10.474.143;0;10.474.143
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;03/2024;894;706.352;1.605.939;7.161.030;-128.300;7.032.729;0;0;0;0;0;383.184;135.266;397.589;10.261.954;0;10.261.954
CLOUDWALK IP - PRUDENCIAL;1000086581;n4;;C;3;SAO PAULO;SP;03/2024;122.673;282.381;718.258;0;0;0;0;0;0;0;0;355.690;8.425.344;13.738;9.918.084;0;9.918.084
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;03/2024;3.245;5.547.100;3.743.521;146.000;-730;145.270;0;0;0;0;0;5.569;262.976;176.477;9.884.158;0;9.884.158
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S3;I;2;BLUMENAU;SC;03/2024;208.269;0;6.134.985;768.156;-6.657;761.499;0;0;0;0;0;58.472;2.113.304;283.128;9.559.657;0;9.559.657
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;03/2024;89.451;3.294.683;2.744.744;1.489.970;-2.075;1.487.895;0;0;0;0;0;1.536.943;316.154;7.782;9.477.652;0;9.477.652
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;03/2024;1;390.181;2.767.821;0;0;0;0;0;0;0;0;380.963;4.750.087;1.065.654;9.354.709;0;9.354.709
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;03/2024;21.236;159.432;2.634.299;5.695.448;-290.578;5.404.871;0;0;0;0;0;402.530;548.453;86.616;9.257.435;0;9.257.435
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;03/2024;33.906;93.550;2.736.128;4.985.617;-203.723;4.781.893;0;0;0;0;0;499.313;555.024;238.447;8.938.262;0;8.938.262
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;03/2024;6.862;1.179.587;1.255.101;5.982.150;-559.451;5.422.699;0;0;0;0;0;786.371;185.688;48.910;8.885.218;0;8.885.218
NEON PAGAMENTOS IP - PRUDENCIAL;1000085702;n1;S4;C;2;SAO PAULO;SP;03/2024;86.663;810.726;1.794.900;2.778.385;-1.100.671;1.677.714;0;0;0;0;0;3.263.986;891.674;199.266;8.724.928;0;8.724.928
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S4;I;2;CHAPECO;SC;03/2024;64.816;603.835;197.808;5.366.727;-401.753;4.964.974;0;0;0;0;0;105.472;2.580.727;91.991;8.609.624;0;8.609.624
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;03/2024;23.168;76.814;3.545.447;3.819.052;-170.590;3.648.462;0;0;0;0;0;413.428;768.305;114.141;8.589.765;0;8.589.765
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;I;2;LINHARES;ES;03/2024;51.125;14.431;582.360;4.804.763;-352.888;4.451.875;0;0;0;0;0;62.029;3.201.674;72.558;8.436.053;0;8.436.053
BANCO DIGIMAIS - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;03/2024;3.381;2.172.920;1.346.005;2.115.665;-174.514;1.941.152;0;0;0;0;0;1.742.177;1.039.055;9.751;8.254.440;0;8.254.440
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;03/2024;28.457;329.239;2.874.979;4.170.914;-251.293;3.919.621;0;0;0;0;0;418.758;332.257;114.383;8.017.694;0;8.017.694
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;03/2024;33.458;253.683;2.366.750;4.191.398;-374.919;3.816.479;0;0;0;0;0;483.742;689.644;144.800;7.788.557;0;7.788.557
